Sender,Receiver,Date,Provenance,Destination,Subject,Cited names,Reference,Year,Incipit
Viviani Vincenzo,[non identificato],16/07/1666,Firenze,,Argomenti privati,,"Gal. 158, doc. 85, c. 142r",1666,"""In ordine alla facoltà datami dalla Signoria Vostra molto Illustrissima...""AutografoMinuta
"
Viviani Vincenzo,[non identificato],9/10/1666,Firenze,,Notizie di libri,['Maggioni Cesare '],"Gal. 158, doc. 86, c. 143r-144v",1666,"""Ho più volte letta e riletta l'umanissima di Vostra Signoria...""Autografo
"
Viviani Vincenzo,Viviani Francesco,18/10/1666,Fonte a Ronco,Firenze,Argomenti privati,['Balati Giuseppe '],"Gal. 158, doc. 87, c. 145r-146v",1666,"""Io mi scordai di lasciarvi ordine che in ogni caso...""AutografoIndirizzo a c. 146v
"
Viviani Vincenzo,Dell'Ara Paolo,29/10/1666,Firenze,Parigi,Notizie di libri,[],"Gal. 158, doc. 88, c. 147r-v",1666,"""In fretta giaché mi passa l'ora di consegnar...""AutografoMinuta
"
Viviani Vincenzo,Chapelain Jean,29/10/1666,Firenze,Parigi,Notizie di libri,"[""Medici Leopoldo de'"", 'Dati Carlo Roberto', 'Colbert Jean Baptiste']","Gal. 158, doc. 89, c. 148r-150v",1666,"""Finalmente come volle chi tutto può piacque al Serenissimo Granduca""AutografoMinuta
"
Viviani Vincenzo,Dell'Ara Paolo,5/11/1666,Firenze,Parigi,Notizie di libri,[],"Gal. 158, doc. 90, c. 151r",1666,"""Continuando a trattar de' libri de' quali...""AutografoMinuta
"
Viviani Vincenzo,Marucelli,12/11/1666,Firenze,Firenze,Suppliche,['Chapelain Jean'],"Gal. 158, doc. 91, c. 152r",1666,"""Ardisco ricordare a Vostra Signoria Illustrissima e Reverendissima...""AutografoMinuta
"
Viviani Vincenzo,Ricci Michelangelo,30/11/1666,Firenze,Roma,Notizie di libri,[],"Gal. 158, doc. 92, c. 153r-v",1666,"""Dal Serenissimo Signor Principe Leopoldo mio signore mi fu fatto vedere...""AutografoMinuta
"
Viviani Vincenzo,Chimentelli Valerio,3/12/1666,Firenze,Pisa,Argomenti privati,['Dati Carlo Roberto'],"Gal. 158, doc. 93, c. 154r-v",1666,"""E' possibile che io non mi possa riparare da favori di V.S. Ecc.ma...""AutografoMinuta
"
Viviani Vincenzo,Chapelain Jean,24/12/1666,Firenze,Parigi,Notizie di libri,"['Gassendi Pierre', 'Diodati Elia', 'Galilei Galileo', 'Marucelli Giovan Filippo']","Gal. 158, doc. 94, c. 155r-156v",1666,"""Io mi stava indifferente alla deliberazione dei concetti...""AutografoMinuta
"
Viviani Vincenzo,Brown Henry,7/01/1667,Firenze,Livorno,Notizie di libri,"['Stancer James ', 'Southwell Robert', 'Fredrich John ']","Gal. 158, doc. 95, c. 157r-v",1667,"""E' già più d'un mese che io scrissi a Vostra Signoria pregandola...""Autografo
"
Viviani Vincenzo,Retano Tommaso,12/02/1668,Firenze,Roma,Argomenti privati,[],"Gal. 158, doc. 96, c. 158r",1668,"""A quest'ora per altra mia averà inteso Vostra Signoria...""AutografoMinuta
"
Viviani Vincenzo,Rossetti Donato,18/02/1668,Firenze,,Notizie di libri,[],"Gal. 158, doc. 97, c. 159r",1668,"""Per questa vostra si contenti Vostra Signoria Eccellentissima di non aver ottenuto...""Firma autografaMinuta
"
Viviani Vincenzo,Falconieri Ottavio,27/02/1668,Firenze,Roma,Argomenti privati,[],"Gal. 158, doc. 98, c. 160r",1668,"""Averei da supplicare Vostra Signoria di alcune cose...""AutografoMinuta
"
Viviani Vincenzo,Galilei Cosimo,27/02/1668,Firenze,Roma,Suppliche,[],"Gal. 158, doc. 99, c. 161r-162v",1668,"""In questo giorno eccomi tutto suo ancora con la penna...""AutografoMinuta
"
Viviani Vincenzo,Ricci Michelangelo,27/02/1668,Firenze,Roma,Notizie di libri,[],"Gal. 158, doc. 100, c. 163r-v",1668,"""Ho ripreso le fatiche intorno a quelle Vite e spero col Divino aiuto...""AutografoMinuta
"
Viviani Vincenzo,Marchetti Alessandro,3/03/1668,Firenze,Pisa,Notizie di libri,"[""Medici Leopoldo de'""]","Gal. 158, doc. 101, c. 164r-v",1668,"""Le riverenti istanze fatte da me al nostro Serenissimo Principe ...""MinutaPubbl. in: A. Favaro, Amici e corrispondenti di Galileo Galilei, XXIX, Vincentio Viviani, in Atti dell'I.R. Istituto veneto di scienze, lettere ed arti,  72 (1912-1913), p. 95-96 (ed. parziale)
"
Viviani Vincenzo,Falconieri Ottavio,8/03/1668,Firenze,Roma,Argomenti privati,[],"Gal. 158, doc. 102, c. 165r-v",1668,"""I pregiati onori da me ricevuti nel tempo...""Firma autografaMinuta
"
Viviani Vincenzo,Steensen Niels,13/03/1668,Firenze,Livorno,Argomenti privati,['Capponi Andrea '],"Gal. 158, doc. 103, c. 166r-v",1668,"""Il non ritrovare le proposte a le risposte fatte a....""AutografoMinuta
"
Viviani Vincenzo,Chapelain Jean,25/03/1667,Firenze,Parigi,Argomenti privati,['Dati Carlo Roberto'],"Gal. 158, doc. 104, c. 173r",1667,"""Dall'inclusa per l'Illustrissimo Signor Falconieri e da altra del Sig. Dati...""AutografoMinuta
"
Viviani Vincenzo,[non identificato],[sd],,,Argomenti privati,,"Gal. 158, doc. 105, c. 174r-v",[sd],"""Non risposi il passato ordinario alla favoritissima di Vostra Signoria Illustrissima...""AutografoMinuta
"
Viviani Vincenzo,Bassetti Apollonio,25/03/1667,Firenze,Livorno,Notizie di libri,['Magliabechi Antonio'],"Gal. 158, doc. 106, c. 175r",1667,"""Il primo costo de' libri di matematica in numero 15...""AutografoMinuta
"
Viviani Vincenzo,Bassetti Apollonio,28/03/1667,Firenze,,Argomenti privati,[],"Gal. 158, doc. 107, c. 176r",1667,"""Già che la religiosa puntualità del Serenissimo Principe nostro Signore...""Autografo
"
Viviani Vincenzo,Molara Bruto (della),1/04/1667,Firenze,,Argomenti privati,['Steensen Niels'],"Gal. 158, doc. 108, c. 177r-180r",1667,"""A veder con quanta liberalità si è compiaciuta Sua Altezza Serenissima...""AutografoDa c. 177r a c. 178r minuta della lettera delle cc. 179r-180r
"
Viviani Vincenzo,Molara Bruto (della),8/04/1667,Firenze,Livorno,Argomenti privati,['Steensen Niels'],"Gal. 158, doc. 109, c. 181r-v",1667,"""Accennai fin di gennaio o del principio di febbraio...""AutografoMinuta
"
Viviani Vincenzo,Cellesi Fabio,1/04/1667,Firenze,Pistoia,Argomenti privati,[],"Gal. 158, doc. 110, c. 182r",1667,"""Quando io fui costì per servire a Vostra Signoria Illustrissima...""AutografoMinuta
"
Viviani Vincenzo,Dell'Ara Paolo,6/05/1667,Firenze,Parigi,Argomenti privati,"['La Planche de ', 'Dati Carlo Roberto', 'Chapelain Jean']","Gal. 158, doc. 111, c. 183r-v",1667,"""So gli impieghi di Vostra Signoria esser tali....""AutografoMinuta
"
Viviani Vincenzo,Dell'Ara Paolo,13/05/1667,Firenze,Parigi,Suppliche,"['Dati Carlo Roberto', 'Chapelain Jean']","Gal. 158, doc. 112, c. 184r",1667,"""Alla solita amorevol diligenza di Vostra Signoria mi...""AutografoMinuta
"
Viviani Vincenzo,[non identificato],7/05/1667,Firenze,,Argomenti privati,"['Simonet Louis ', 'La Planche de ', 'Dati Carlo Roberto']","Gal. 158, doc. 113, c. 185r",1667,"""Perché io suppongo che due altre mie scritte ...""Autografo
"
Viviani Vincenzo,Ricci Michelangelo,25/05/1667,Firenze,Roma,Notizie di libri,['Steensen Niels'],"Gal. 158, doc. 114, c. 186r-v",1667,"""La settimana passata recuperai il fagottino de libri...""Minuta
"
Viviani Vincenzo,Ricci Michelangelo,21/06/1667,Firenze,Roma,Notizie di libri,"['Pallavicino Sforza', 'Rospigliosi']","Gal. 158, doc. 115, c. 187r-v",1667,"""Quanto io mi contristai per la grave perdita fatta ...""AutografoMinuta
"
Dati Carlo Roberto e Viviani Vincenzo,Mayeuvre e Proin (ditta),28/06/1667,Firenze,Livorno,Argomenti privati,"['Viviani Vincenzo', 'La Planche de ', 'Mayeuvre e Proin (ditta)']","Gal. 158, doc. 116, c. 188r-v",1667,"""Dalle gentilissime di lor signori sentiamo l'accettazione della ...""AutografoA c. 188v messaggio di Carlo Dati al Viviani
"
Viviani Vincenzo e Dati Carlo Roberto,Mayeuvre e Proin (ditta),9/07/1667,Firenze,Livorno,Argomenti privati,"['Dati Carlo Roberto', 'Buonaccorti', 'La Planche de ', 'Simonet Louis ', 'Benvenuti Andrea ', 'Mayeuvre e Proin (ditta)']","Gal. 158, doc. 119, c. 189r-190r",1667,"""Con la gratissima di lor signori del 6 del corrente si sono ricevute...""AutografoA cc. 189r-190r vi sono anche alcune note di spese e appunti relativi alle lettere di cambio, di mano di Vincenzo Viviani
"
Viviani Vincenzo,Terresi Gherardo,9/07/1667,Firenze,Livorno,Argomenti privati,['Mayeuvre e Proin (ditta)'],"Gal. 158, doc. 120, c. 190v",1667,"""In questi giorni rimane terminato quel pagamento...""AutografoMinuta
"
Viviani Vincenzo,Dell'Ara Paolo,15/07/1667,Firenze,Parigi,Argomenti privati,['Chapelain Jean'],"Gal. 158, doc. 121, c. 191r-v",1667,"""Eccomi a supplicare Vostra Signoria a compiacersi...""AutografoMinuta
"
Viviani Vincenzo,Southwell Robert,18/07/1667,Firenze,Londra,Notizie di libri,"['Magalotti Lorenzo', 'Moggi Roberto ', 'Molara Bruto della', ""Medici Leopoldo de'"", 'Del Rosso Giovanni Andrea ', 'Chapelain Jean', 'Falconieri Paolo', 'Perresi Francesco ']","Gal. 158, doc. 122, c. 192r-194v",1667,"""Viene ad abitar costì per interessi di mercatura il signor Francesco Perresi fiorentino...""AutografoMinuta
"
Viviani Vincenzo,[non identificato],17/07/1667,Firenze,,Affari economici,,"Gal. 158, doc. 123, c. 195r-196r",1667,"""O la stima data a libro per libro di quella lettera inviatami da Vostra Signoria Illustrissima fu data a caso e d'arbitrio....""Autografo
"
Viviani Vincenzo,Marchetti Alessandro,20/07/1667,Firenze,Empoli,Argomenti privati,['Martini'],"Gal. 158, doc. 124, c. 197r",1667,"""Con molto mio dispiacere sentii gli avvisi de' replicati incomodi di Vostra Signoria...""Autografo
"
Viviani Vincenzo,Magalotti Lorenzo,6/12/1667,Firenze,Amsterdam,Argomenti privati,"['Falconieri Paolo', 'Marcellini Carlo ']","Gal. 158, doc. 125, c. 198r",1667,"""Se i debiti si pagassero con l'intenzione di non la cedere in prontezza e con puntualità...""AutografoMinuta
"
Viviani Vincenzo,Thevenot Melchisédec,17/11/1667,Firenze,Parigi,Argomenti privati,[],"Gal. 158, doc. 126, c. 199r-v",1667,"""E' verissimo che per l'antica servitù mia al qualificato merito di Vostra Signoria Illustrissima io so per persona...""AutografoMinuta. A c. 199v post scriptum
"
Viviani Francesco,[non identificato],31/12/1667,Firenze,,Argomenti privati,"['Molara Bruto della', 'Viviani Vincenzo']","Gal. 158, doc. 127, c. 200r",1667,"""Adesso è venuto il tempo ch'io goda di nuovi favori di Vostra Signoria Illustrissima come più volte Ella stessa me ne ha dato intenzione...""AutografoLa lettera è firmata F. V. e sul verso reca l'indirizzo a Vincenzio Viviani, ciò nonostante Procissi la elenca come una lettera di Vincenzio Viviani a destinatario ignoto e interpreta come se il foglio con il sigillo e l'indirizzo fossero di riutilizzo
"
Viviani Vincenzo,Pizzichi Filizio,18/01/1669,Firenze,,Argomenti privati,[],"Gal. 158, doc. 128, c. 201r",1669,"""Del mio modo di operare finora ell'à certo potuto conoscere ch'io non fui...""AutografoMinuta
"
Viviani Vincenzo,Molara Bruto (della),8/01/1669,Firenze,Pisa,Argomenti privati,"['Bartolini ', 'Pizzichi Filizio']","Gal. 158, doc. 129, c. 202r-203v",1669,"""So che Vostra Signoria ormai sarà tediato in leggere tante sciocchezze...""AutografoMinuta
"
Viviani Vincenzo,Dati Carlo Roberto,24/01/1669,Firenze,Firenze,Notizie di libri,['Valerio Luca'],"Gal. 158, doc. 130, c. 204r-205r",1669,"""La continuata occasione che io ho di pensare al grande sconcerto di quel mio importantissimo affare...""AutografoMinuta
"
Viviani Vincenzo,Bardi Ferdinando,26/01/1669,Firenze,,Argomenti privati,[],"Gal. 158, doc. 131, c. 206r-207v",1669,"""Giorni sono passò a miglior vita la signora Sestilia Bocchineri già moglie del signor Vincenzo Galilei...""AutografoMinuta
"
Viviani Vincenzo,Marucelli Jacopo,12/02/1669,Firenze,Vienna,Notizie di libri,"['Galilei Bocchineri Sestilia ', 'De Stetten Cristoforo ', 'Della Torre Filippo ', 'Welser Marcus', 'Galilei Carlo', 'Galilei Vincenzo ', 'Kepler Johannes', 'Mastelli', 'Hevelius Johannes']","Gal. 158, doc. 132, c. 208r-209r",1669,"""Tardi rispondo alle favoritissime lettere di Vostra Signoria Illustrissima ma non già tardo sono stato a infinitamente gradirle...""AutografoMinuta
"
Viviani Vincenzo,Blondel François,15/02/1669,Firenze,Pisa,Notizie di libri,['Colbert Jean Baptiste'],"Gal. 158, doc. 133, c. 210r-211v",1669,"""Molto opportunamente risolse Vostra Signoria Illustrissima di non scrivere all'Eccellentissimo signor Colbert intorno a quel suo particolare...""AutografoMinuta. Citato in Favaro, Amici XXIX 97
"
Viviani Vincenzo,Molara Bruto (della),19/02/1669,Firenze,,Argomenti privati,"['Arrighetti Andrea', 'Colbert Jean Baptiste', 'Borelli Giovanni Alfonso', 'Chimentelli Valerio', 'Bardi Carlo dei ']","Gal. 158, doc. 134, c. 212r-213v",1669,"""Mi sia Iddio testimonio s'io dico o no di buon quore: in questo medesimo giorno ricevo due lettere...""AutografoMinuta
"
Viviani Vincenzo,Marucelli Giovanni Filippo,20/02/1669,Firenze,,Argomenti privati,"['Strozzi Luigi', 'Colbert Jean Baptiste', 'Chapelain Jean']","Gal. 158, doc. 135, c. 214r",1669,"""Sarà senza dubbio giunto a notizia di Vostra Signoria Illustrissima che a me la continuazione de pregiatissimi onori...""Autografo
"
Viviani Vincenzo,Strozzi Luigi,21/02/1669,Firenze,,Argomenti privati,[],"Gal. 158, doc. 136, c. 215r",1669,"""Risolve il signor Dati che si deva aspettare a rispondere di quest'altro ordine doppo fatta la riscossione...""Autografo
"
Viviani Vincenzo,Chapelain Jean,28/02/1669,Firenze,Parigi,Argomenti privati,"['Rabatta Girolamo ', 'Colbert Jean Baptiste']","Gal. 158, doc. 137, c. 216r-v",1669,"""Continua Vostra Signoria Illustrissima a troppo cortesemente impegnarsi coll'Eccellentissimo Signor Colbert perché per sua mala sorte...""Autografo
"
Viviani Vincenzo,Colbert Jean Baptiste,28/02/1669,Firenze,Parigi,Argomenti privati,[],"Gal. 158, doc. 138, c. 217r",1669,"""Grande invero et ammirabile Illustrissima et Eccellentissima Signoria è la generosità di cotesto glorioso monarca...""AutografoMinuta
"
Viviani Vincenzo,Lebesque Marainville (de),1/03/1669,Firenze,Parigi,Affari economici,"['Colbert Jean Baptiste', 'Strozzi Luigi']","Gal. 158, doc. 139, c. 218r",1669,"""Ricevei con la gentilissima carta di Vostra Signoria Illustrissima del 22 gennaio prossimo passato la lettera di cambio...""Autografo
"
Viviani Vincenzo,Bocchineri Ascanio,22/03/1668,Firenze,Prato,Affari economici,['Galilei Bocchineri Sestilia '],"Gal. 158, doc. 141, c. 220r-v",1668,"""Mi dicono questi...i quali hanno letto il testamento et il codicillo della signora Sestilia sorella di Vostra Signoria...""AutografoMinuta
"
Viviani Vincenzo,Marucelli Stefano,17/04/1668,Firenze,Roma,Argomenti privati,"['Strozzi Luigi', 'Colbert Jean Baptiste', 'Chapelain Jean']","Gal. 158, doc. 142, c. 221r",1668,"""Sicome dall'amorevole protezione di Vostra Signoria Illustrissima come da unica per me origine ...""AutografoMinuta
"
Viviani Vincenzo,Falconieri Paolo,17/04/1668,Firenze,Roma,Notizie di libri,['Marucelli Stefano '],"Gal. 158, doc. 143, c. 220v",1668,"""Servirà questa mia per significare a Vostra Signoria Illustrissima che per le reiterate grazie...""AutografoMinuta
"
Viviani Vincenzo,Colbert Jean Baptiste,20/04/1668,Firenze,Parigi,Argomenti privati,[],"Gal. 158, doc. 144, c. 222r-v",1668,"""Che l'Eccellenza Vostra, come prudentissima intelligenza assistente i felici moti di cotesto cristianissimo cielo...""AutografoMinuta
"
Viviani Vincenzo,Chapelain Jean,20/04/1668,Firenze,Parigi,Argomenti privati,['Marucelli Giovan Filippo'],"Gal. 158, doc. 145, c. 223r-224v",1668,"""S'io deva desiderare frequente l'onore delle favoritissime lettere di Vostra Signoria Illustrissima giudichilo il mondo...""AutografoMinuta
"
Viviani Vincenzo,Le Menestrel Antoine,20/04/1668,Firenze,,Argomenti privati,"['Valenti Romolo ', 'Torrigiani Carlo ', 'Colbert Jean Baptiste']","Gal. 158, doc. 146, c. 225r-v",1668,"""Non m'è nuovo il godimento che sente Vostra Signoria Illustrissima nell'aver di nuovo e si spesso ad effettuare le generose...""AutografoMinuta
"
Viviani Vincenzo,Magalotti Lorenzo,28/06/1668,Firenze,Parigi,Argomenti privati,"['Colbert Jean Baptiste', 'Chapelain Jean']","Gal. 158, doc. 147, c. 226r-227v",1668,"""Finalmente sappia e risappia tra gli amici d'oro finissimio senza punto lega...""AutografoMinuta
"
Viviani Vincenzo,Chapelain Jean,28/06/1668,Firenze,Parigi,Argomenti privati,['Magalotti Lorenzo'],"Gal. 158, doc. 148, c. 228r",1668,"""All'ultima di Vostra Signoria Illustrissima piena al solito di amorevoli espressioni del suo incomparabile affetto...""AutografoMinuta
"
Viviani Vincenzo,Viviani Francesco,9/07/1668,Sarteano,Firenze,Argomenti privati,"['Viviani Alamanno ', 'Molara Bruto della', 'Capponi Andrea ']","Gal. 158, doc. 149, c. 229r-v",1668,"""Dal signor Molara mio signore sento con mio despetto che non stiate interamente bene e vorrei da Vostra Signoria avere qualche ragguaglio...""
"
Viviani Francesco,[non identificato],12/07/1668,Firenze,,Argomenti privati,"['Corboli', 'Capponi Andrea ']","Gal. 158, doc. 150, c. 230v",1668,"""Prego Vostra Signoria Illustrissima di dire al portatore di questa...""AutografoScritta al rovescio, su un foglio lacerato che reca anche un appunto di ricetta per uno sciroppo
"
Viviani Vincenzo,Strozzi Luigi,26/07/1668,Firenze,,Misure e pesi,['Errard Jean'],"Gal. 158, doc. 151, c. 231r-232r",1668,"""Il piede regio parigino secondo la misura ch'io ne ho su le fortificaziuoni stampate di Errard de Bar...""AutografoA c. 232v ancora delle note sulla misura ""piede parigino"" in data 15 ottobre 1668
"
Viviani Vincenzo,Magalotti Lorenzo,27/07/1668,Firenze,Parigi,Misure e pesi,[],"Gal. 158, doc. 152, c. 233r-234r",1668,"""L'ultima di Vostra Signoria de 6 stante non aspetta risposta in Parigi se le riuscirà di partire ai primi giorni del prossimo Agosto...""Autografo
"
Viviani Vincenzo,Strozzi Luigi,22/08/1668,Firenze,,Notizie di libri,"['Southwell Robert', 'Magalotti Lorenzo']","Gal. 158, doc. 153, c. 235r-v",1668,"""Per malattia del copiatore è convenuto abusare della cortesia di Vostra Signoria Illustrissima...""AutografoMinuta
"
Viviani Vincenzo,Chimentelli Valerio,15/09/1668,Firenze,,Notizie di libri,[],"Gal. 158, doc. 154, c. 236r-v",1668,"""Ho tardato a dar risposta al penultimo favorito biglietto di Vostra Signoria mio signore perché stando su la pratica...""AutografoMinuta
"
Viviani Vincenzo,Chimentelli Valerio,19/09/1668,Firenze,,Strumenti,['Mariani Jacopo '],"Gal. 158, doc. 155, c. 237r-v",1668,"""Una grave flussion di testa congiunta con raucedine mi fa astenere di venire a godere e servire Vostra Signoria ma questa sorta di infreddatura...""Autografo
"
Viviani Vincenzo,Southwell Robert,1/09/1668,Firenze,Lisbona,Argomenti privati,['Magalotti Lorenzo'],"Gal. 158, doc. 157, c. 239r-v",1668,"""Dal nostro gentilissimo signor Lorenzo Magalotti sarà presentata in propria mano a Vostra Signoria...""Autografo
"
Viviani Vincenzo,Combi & La Nou (casa editrice),17/11/1668,Firenze,Venezia,Notizie di libri,['Combi & La Nou (casa editrice)'],"Gal. 158, doc. 158, c. 240r-v",1668,"""Subito, benché tardi, ch'io intesi l'arrivo qua di uno di lor signori feci diligenza di intender...""Autografo
"
Viviani Vincenzo,Lapi Michelangelo,15/12/1668,Firenze,Roma,Argomenti privati,"[""Bartolommei Mattia Maria de'"", 'Viviani Anna ', 'Romena Francesco ']","Gal. 158, doc. 159, c. 241r-v",1668,"""La convenienza e il debito d'affinità vuole ch'io dia parte a Vostra Signoria come al mio ritorno dalle Chiane...""Minuta
"
Viviani Vincenzo,Combi & La Nou (casa editrice),22/12/1668,Firenze,Venezia,Affari economici,['Combi & La Nou (casa editrice)'],"Gal. 158, doc. 160, c. 242r",1668,"""Ricevei la nota co' prezzi ma non risposi subito perché quell'ordinazione mi convenne...""Autografo
"
Viviani Vincenzo,Combi & La Nou (casa editrice),5/01/1669,Firenze,Venezia,Notizie di libri,"['Kepler Johannes', 'Benucci Giulio ', 'Combi & La Nou (casa editrice)']","Gal. 158, doc. 161, c. 242v-243r",1669,"""Ricevei hieri il fagotto libri secondo la nota inviatami dalle Vostre Signorie con lor lettere...""Autografo
"
Viviani Vincenzo,Molara Bruto (della),27/12/1668,Firenze,,Esperimenti,"['Bellincioni', 'Magalotti Lorenzo', 'Bartolini ', 'Forzoni Accolti Pietro Andrea', 'Pizzichi Filizio']","Gal. 158, doc. 162, c. 244r-245v",1668,"""In questo punto è partito da me un tal signor Bartolini prete...""Autografo
"
Viviani Vincenzo,Rossetti Donato,26/01/1670,Firenze,Pisa,Argomenti privati,[],"Gal. 158, doc. 163, c. 246r",1670,"""I pari di Vostra Signoria Eccellentissima fattisi ormai noti al mondo con l'opera di alto grido...""AutografoMinuta
"
Viviani Vincenzo,Molara Bruto (della),26/01/1670,Firenze,,Suppliche,['Rossetti Donato'],"Gal. 158, doc. 164, c. 246v-147r",1670,"""Troppo gran torto parrebbemi di fare al buon gusto di Vostra Signoria Illustrissima s'io pretendessi...""AutografoMinuta
"
Viviani Vincenzo,Ricasoli Baroni Giovanni,2/04/1669,Firenze,,Argomenti privati,[],"Gal. 158, doc. 165, c. 248r-v",1669,"""In ordine a cenni di Vostra Signoria illustrissima et Eccellentissima ho riconosciuto le mura della città di Firenze...""AutografoMinuta
"
Viviani Vincenzo,Dati Carlo Roberto,7/04/1669,Firenze,,Argomenti privati,['Bettini Mario'],"Gal. 158, doc. 166, c. 249r",1669,"""Questo è quel vino d'Artiminio tanto celebrato a Vostra Signoria dal Michele Agnolo de' Bevitori...""AutografoMinuta
"
Viviani Vincenzo,Molara Bruto (della),17/04/1669,Firenze,,Suppliche,"['Rucellai Orazio', 'Mazzei Raffaello ', 'Altoviti Andrea ']","Gal. 158, doc. 167, c. 250r-v",1669,"""Il signor Raffaello Mazzei renderà questa mia al Padron mio e intende di passarsene a Roma...""AutografoMinuta
"
Viviani Vincenzo,Fiorini Alessandro,5/05/1669,Firenze,,Argomenti privati,[],"Gal. 158, doc. 168, c. 251r",1669,"""Ricevei con le due chiavi la completissima lettera della quale vivamente le rendo grazie...""AutografoMinuta
"
Viviani Vincenzo,Viviani Francesco,6/05/1669,Poggio a Caiano,Firenze,Argomenti privati,"['Galilei Cosimo', 'Molara Bruto della']","Gal. 158, doc. 169, c. 252r-253v",1669,"""Credo certo che di qua mi sbrigherò presto ma in caso che io tardassi più del bisogno vi mando l'incluso...""Autografo
"
Viviani Vincenzo,Ricci Michelangelo,28/05/1669,Firenze,Roma,Notizie di libri,"['Falconieri Paolo', 'Bodenhausen Rudolf Christian von ', 'Berni']","Gal. 158, doc. 170, c. 254r-v",1669,"""La cassetta de libri che Vostra Signoria Illustrissima consegnò alla condotta del Berni..""AutografoMinuta
"
Viviani Vincenzo,Magalotti Lorenzo,19/07/1669,Firenze,Parigi,Argomenti privati,[],"Gal. 158, doc. 171, c. 255r-v",1669,"""Di quanto travaglio mi fosse l'avviso della malattia di Vostra Signoria da Londra...""AutografoMinuta
"
Viviani Vincenzo,Falconieri Paolo,19/07/1669,Firenze,Parigi,Notizie di libri,['Magalotti Lorenzo'],"Gal. 158, doc. 172, c. 256r-v",1669,"""Dell'amore del signor Paolo mio riverito signore non ebbi mai cagione di dubitare ma bensì evidenti riprove...""AutografoMinuta
"
Viviani Vincenzo,[non identificato],29/07/1669,Firenze,,Notizie di libri,['Marcellini Carlo '],"Gal. 158, doc. 173, c. 257r-263r",1669,"""Il mio trattare è da re, anzi è da me che non fo altra professione che di trattar da Uomo d'onore ...""AutografoMinuta
"
Viviani Vincenzo,[non identificato],30/07/1669,Firenze,,Notizie di libri,,"Gal. 158, doc. 174, c. 264r-v",1669,"""Non tenendo scrittura di dare e avere o in altra forma io mi serbai le lettere di Vostra Signoria...""AutografoMinuta
"
Viviani Vincenzo,Gherardi,31/07/1669,Firenze,,Argomenti privati,['Pompei Giovanni '],"Gal. 158, doc. 175, c. 265r-266r",1669,"""L'uno e l'altro de modi sovvenuti alla accurata vigilanza del signor dottor Giovanni Pompei...""AutografoMinuta
"
Viviani Vincenzo,Magalotti Lorenzo,30/08/1669,Firenze,Parigi,Argomenti privati,['Redi '],"Gal. 158, doc. 176, c. 267r-v",1669,"""Vedo con quanto amoroso zelo la bontà di Vostra Signoria nonstante le sue proprie indisposizioni...""AutografoMinuta
"
Viviani Vincenzo,Boccone Paolo,23/12/1669,Firenze,,Argomenti privati,[],"Gal. 158, doc. 177, c. 268r-269v",1669,"""Il tempo mi è mancato, onde non ho potuto far altro che l'inclusa per Vostra Signoria...""AutografoIndirizzo a c. 269v
"
Viviani Vincenzo,Ricci Michelangelo,27/01/1671,Firenze,Roma,Notizie di libri,[],"Gal. 158, doc. 178, c. 270r",1671,"""Già che con tutte le mie protestazioni e preghiere non so por freno all'impaziente cortesia...""AutografoMinuta. A c. 271r una cambiale del 15 febbraio 1670 di Nicolò Cortesia e Giorgio Benzone e la ricevuta di riscossione del 27 marzo 1670
"
Viviani Vincenzo,Herbelot Barthélemy (d'),20/02/1671,Firenze,Parigi,Argomenti privati,[],"Gal. 158, doc. 179, c. 272r-v",1671,"""Eccomi ad interromper con indiscreta maniera le sempre virtuose occupazioni di Vostra Signoria Illustrissima...""AutografoMinuta
"
Viviani Vincenzo,Bartholin Erasmus,10/03/1671,Firenze,Copenhagen,Notizie di libri,"['Della Torre Filippo ', 'Steensen Niels', 'Perrault Charles', 'Scavenius Peder Lauridsen', 'Foss Laurits']","Gal. 158, doc. 180, c. 273r-v",1671,"""L'ottima congiuntura che mi si presenta del iocondissimo e gentilissimo signor dottor Lorenzo Fos...""AutografoMinuta
"
Viviani Vincenzo,Ricci Michelangelo,14/03/1671,Firenze,Roma,Notizie di libri,"['Foss Laurits', 'Carlieri Jacopo ']","Gal. 158, doc. 181, c. 274r-v",1671,"""Monsù Iacopo Carlieri, che presenta questa mia a Vostra Signoria Illustrissima...""AutografoMinuta
"
Viviani Vincenzo,Brizzelli Eligio,22/03/1671,Firenze,,Argomenti privati,[],"Gal. 158, doc. 182, c. 275r",1671,"""Vostra Signoria mi dia qualche nuova a che segno siano quei disegni perché la fabbrica...""AutografoSulla stessa carta risposta di Eligio Brizzelli ""Signor Vincenzio il Diavolo mi ha bastonato poiché doppo aver finito..."" A c. 276v indirizzo
"
Viviani Vincenzo,Marchetti Alessandro,25/03/1670,Firenze,,Argomenti privati,[],"Gal. 158, doc. 183, c. 277r",1670,"""I favori di Vostra Signoria mi saranno sempre graditissimi et ora per allora ne rendo a lei grazie...""AutografoMinuta
"
Viviani Vincenzo,Chapelain Jean,27/03/1670,Firenze,Parigi,Argomenti privati,[],"Gal. 158, doc. 184, c. 278r",1670,"""Con tutto che in questo giorno io abbia ricevuto il donativo regio...""AutografoMinuta
"
