Sender,Receiver,Date,Provenance,Destination,Subject,Cited names,Reference,Year,Incipit
Molara Bruto (della),Viviani Vincenzo,19/01/1665,Pisa,,Notizie di libri,[],"Gal. 162, doc. 104, c. 169r-v",1665,"""Veramente non poteva ella dir meglio nella sua ultima, che dal merito mio ella deve ricordare...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,26/01/1664,Pisa,,Argomenti privati,['Cerchi Alessandro '],"Gal. 162, doc. 105, c. 170r-171r",1664,"""Se io avessi da far cerimonie, direi la mi [...], e con doni indulgenti...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,29/01/1664,Pisa,Firenze,Argomenti privati,[],"Gal. 162, doc. 106, c. 172r",1664,"""Dovrei fare mille belle cerimonie nel darvi parte del mio arrivo felicemente, ma solo vi dirò che...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,31/01/1664,Pisa,,Argomenti privati,[],"Gal. 162, doc. 107, c. 174r",1664,"""Il sarto gli porterà un mio vestito, V. S. lo deve pigliare, poi guardate nel mio baulino da scrivere...""Originale autografo
"
Lazari Pier Francesco,Viviani Vincenzo,1/02/1664,Pesaro,Firenze,Notizie di libri,['Fabbri Francesco '],"Gal. 162, doc. 108, c. 175r",1664,"""Sappia V. S. ch'ebbi la sua lettera ad Urbania dove ero col Signor dottor Fabbri e per servirla...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,8/02/1664,Pisa,,Argomenti privati,[],"Gal. 162, doc. 109, c. 177r",1664,"""Questa servirà per darli nuova del Signor Vinedo mio e suo, il quale giunse qui...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,9/02/1665,Pisa,,Esperimenti,[],"Gal. 162, doc. 110, c. 178r-179v",1665,"""Confesso la mia balordaggine, nell'essermi dimenticato io che voi mi diceste, prima della mia partenza...""Originale autografo
"
Cerchi Alessandro,Viviani Vincenzo,20/02/1665,Pisa,,Notizie di libri,['Marucelli Giovan Filippo'],"Gal. 162, doc. 111, c. 180r",1665,"""Il P. Reverendissimo Marucelli con lettera del 30 del passato in proposito di V. S. mi scrive le seguenti....""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,22/02/1664,Artimino,Firenze,Argomenti privati,['Ricci Michelangelo'],"Gal. 162, doc. 112, c. 181r-v",1664,"""Ricevo la vostra con la cortesia che vi chiesi circa la linea meridiana...""Originale autografo
"
Marucelli Jacopo,Viviani Vincenzo,25/02/1664,,,Argomenti privati,"['Ciaccheri Giuliano ', 'Anselmi']","Gal. 162, doc. 113, c. 183r",1664,"""Doppo havuto l'honore d'abboccarmi con lei parlai con il Signor Auditor  cancellier Anselmi...""Originale autografo
"
Cerchi Alessandro,Viviani Vincenzo,25/02/1665,Pisa,,Argomenti privati,['Marucelli Giovan Filippo'],"Gal. 162, doc. 114, c. 185r",1665,"""Non ha fatto V. S. peccato nessuno a rimandarmi tardi quei recapiti, che le inviai di Marsiglia...""Originale autografo
"
Cerchi Alessandro,Viviani Vincenzo,2/03/1665,Pisa,,Argomenti privati,[],"Gal. 162, doc. 116, c. 187r-v",1665,"""Sebbene a me non rimorda la sindeusi d'haver servito male V. S. del recapito di quel suo...""Originale autografo
"
Cerchi Alessandro,Viviani Vincenzo,4/03/1665,Pisa,,Argomenti privati,['Viviani'],"Gal. 162, doc. 117, c. 188r",1665,"""Iermattina dopo la predica bellissima, ch'i' udii nella Primaziale di questa città mi venne innanzi un Padre...""Originale autografo
"
Consacchi Stefano,Viviani Vincenzo,6/03/1664,Pisa,Firenze,Argomenti privati,[],"Gal. 162, doc. 118, c. 189r-v",1664,"""So molto bene che V. S. havrà raggione se questa venendole alle mani, dirà ch'io non gli scrivo...""Originale autografo
"
Romena Francesco,Viviani Vincenzo,10/03/1664,Ripafratta,,Argomenti privati,[],"Gal. 162, doc. 119, c. 191r-192v",1664,"""Ringrazio V. S. della compassione che ha della mia indispositione, che è proprio parto delle mie viscere...""Originale autografo. A. c. 192r-v calcoli e figure geometriche
"
Signorini Giovanni Battista,Viviani Vincenzo,13/03/1664,Livorno,Firenze,Argomenti privati,[],"Gal. 162, doc. 120, c. 193r",1664,"""Già che la mia poca fortuna non mi permette quando mi partii...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,13/03/1664,Pisa,Chiusi,Argomenti privati,['Sampieri'],"Gal. 162, doc. 121, c. 195r-v",1664,"""Non potei rispondere all'altra vostra, perché non seppi la partenza del corriere, se non o oppo...""Originale autografo
"
Lisci Benedetto,Viviani Vincenzo,24/03/1665,Pisa,,Argomenti privati,[],"Gal. 162, doc. 122, c. 197r",1665,"""Quando qualche cavaliere mi comanda, io mi confesso molto obbligato dandomi occasione...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,27/03/1664,Livorno,Firenze,Argomenti privati,['Cenni '],"Gal. 162, doc. 123, c. 198r",1664,"""Doppo scritta quest'altra son pregato a far venire la Dori...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,31/03/1664,Livorno,,Argomenti privati,[],"Gal. 162, doc. 124, c. 200r",1664,"""Appena ho avuto una vostra, che subito mi havete chiesto la risposta, però no posso rispondervi circa...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,8/04/1664,Poggio Imperiale <Firenze>,Chiusi,Argomenti privati,"['Viviani Francesco ', 'Marchetti', 'Magalotti Lorenzo']","Gal. 162, doc. 125, c. 201r",1664,"""Mi dice il Signor Abbate Marchetti che ci è occasione per scrivervi però non voglio mancare...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,13/04/1664,Poggio Imperiale <Firenze>,,Argomenti privati,[],"Gal. 162, doc. 126, c. 203r",1664,"""Ricevo la vostra questa mattina, con una del Signor [...] la quale subito ho presentata in propria mano...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,19/04/1664,Poggio a Caiano,,Argomenti privati,['Mazzei'],"Gal. 162, doc. 127, c. 204r",1664,"""Eccovi la lettera per il Signor Ambasciadore di Toscana a favore del Signor Mazzei...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,18/04/1664,Poggio a Caiano,,Argomenti privati,['Girolami'],"Gal. 162, doc. 128, c. 205r",1664,"""Ho servito il Signor Cavaliere suo cognato e mio Signore con il Padrone Serenissimo questa mattina...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,24/04/1664,Poggio a Caiano,,Argomenti privati,"['Bardi Carlo dei ', 'Panciatichi ']","Gal. 162, doc. 129, c. 206r-v",1664,"""Volevo godervi un giorno qui da me, e pure ve n'è questa voglia; ma ho considerato ora tempo molto proporzionato...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,3/05/1664,Poggio a Caiano,,Argomenti privati,[],"Gal. 162, doc. 130, c. 207r-v",1664,"""Laudato il cielo, che il negotio delle stampe è a tal porto, che ora lo suppongo terminato...""Originale autografo
"
Serenai Lodovico,Viviani Vincenzo,7/08/1664,,,Argomenti privati,[],"Gal. 162, doc. 131, c. 208r",1664,"""Quel Tommaso è persona fidata e valente, da piacere e soddisfare al padrone quando però...""Originale autografo
"
Covoni Francesco Maria,Viviani Vincenzo,21/08/1664,Firenze,Firenze,Argomenti privati,"['Torrigiani Carlo ', 'Lapi Andrea ', 'Melani Vincenzio ', 'Albergotti Cosimo ']","Gal. 162, doc. 132, c. 210r",1664,"""Dalla sua sento, quanto dice, io ricevetti una sua per le carrozze e insieme venerà una al Signor Cosimo...""Originale autografo
"
Barbarigo Gregorio Giovanni Gasparo,Viviani Vincenzo,1/09/1664,Padova,Firenze,Notizie di libri,['Dati Carlo Roberto'],"Gal. 162, doc. 133, c. 211r",1664,"""Essendo componimento del Signor Carlo Dati e lodato da V. S.; l'oratione ch'ella si compiace...""Originale autografo
"
Micalori Giovanni Battista,Viviani Vincenzo,6/09/1664,Cantiano,Firenze,Argomenti privati,"[""Medici Leopoldo de'"", 'Barocci Federico', 'Allori Cristofano detto il Bronzino']","Gal. 162, doc. 134, c. 213r",1664,"""In risposta di una cortesissima di V. S. ch'io ritornai alla patria con ottima sanità per gratia di Dio...""Originale autografo
"
Marucelli Giovanni Filippo,Viviani Vincenzo,16/01/1664,Parigi,Firenze,Argomenti privati,['Colbert Jean Baptiste'],"Gal. 162, doc. 135, c. 215r",1664,"""Il non havere, ne i due passati ordinarii ricevuto lettere di V. S. con i recapiti per il Signor Colbert...""Firma autografa
"
Molara Bruto (della),Viviani Vincenzo,4/11/1664,,,Argomenti privati,[],"Gal. 162, doc. 136, c. 217r",1664,"""Son 24 ore e l'ordinario di Francia non è arrivato, si ché non verrà fino a domattina...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,14/11/1664,Artimino,,Argomenti privati,"['Romena', 'Girolami']","Gal. 162, doc. 137, c. 219r-v",1664,"""Ricevo due sue una per la dispensa l'altra da Monsù Filippo, nella quale mi dite mandarmene inclusa...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,17/12/1664,,,Argomenti privati,"['Romena', 'Girolami']","Gal. 162, doc. 138, c. 220r-v",1664,"""Havrete già ricevuta altra mia, nella quale vi davo nuova circa il negozio del Signor Cavaliere Romena...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,25/11/1664,Artimino,,Argomenti privati,['Sampieri'],"Gal. 162, doc. 139, c. 222r",1664,"""Questa vi darà nuova della speranza che aviamo del nostro...""Originale autografo. Sul verso alcuni calcoli
"
Le Menestrel Antoine,Viviani Vincenzo,7/11/1664,Parigi,,Argomenti privati,['Colbert Jean Baptiste'],"Gal. 162, doc. 140, c. 223r-223",1664,"""Voi gradirete se vi piace, la preghiera, ch'io vi fo con queste righe di voler firmare la pergamena...""Originale con la sottoscrizione autografa. E' allegato un poscritto a c. 223bis e a c. 224r indicazioni burocratiche relative alla pensione assegnata al Viviani
"
Le Menestrel Antoine,Viviani Vincenzo,7/11/1664,Parigi,,Argomenti privati,[],"<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '23163')"">Gal. 162  </a>  doc. 141, c. 225<br/>",1664,"""Vous agrerez s'il vous plaist la priere que je vous fais par ces lignes de voulloir signer...""Versione in francese della lettera precedente
"
Le Menestrel Antoine,Viviani Vincenzo,7/11/1664,Parigi,,Argomenti privati,[],"Gal. 162, doc. 142, c. 226r",1664,"""Vous agrerez s'il vous plaist la priere que je vous fais par ces lignes de voulloir signer...""Versione in francese della lettera precedente
"
Colbert Jean Baptiste,Viviani Vincenzo,14/11/1664,Parigi,,Argomenti privati,[],"Gal. 162, doc. 143, c. 227r",1664,"""Le relation qui a esté faite au Roi de votre vertu, et de la profonde connoisance que...""Firma autografa
"
Colbert Jean Baptiste,Viviani Vincenzo,14/11/1664,Parigi,,Argomenti privati,[],"Gal. 162, doc. 144, c. 228r",1664,"""Le relation qui a esté faite au Roi de votre vertu, et de la profonde connoisance que...""Firma autografa
"
Marucelli Giovanni Filippo,Viviani Vincenzo,21/11/1664,Parigi,,Argomenti privati,['Colbert Jean Baptiste'],"Gal. 162, doc. 145, c. 229r-230v",1664,"""Son molti mesi che mediante il Signor cappellano fu data notizia a S. M., et al Signor Colbert della virtù...""Originale autografo
"
Colbert Jean Baptiste,Viviani Vincenzo,14/11/1664,Parigi,,Argomenti privati,[],"Gal. 162, doc. 146, c. 231r",1664,"""La relazione che è stata fatta al Re della virtù di V. S. e della profonda cognizione ch'ella s'è acquistata...""Traduzione delle lettere alle cc. 227r e 228r
"
Molara Bruto (della),Viviani Vincenzo,10/12/1664,,,Argomenti privati,"[""Medici Leopoldo de'"", 'Colbert Jean Baptiste']","Gal. 162, doc. 147, c. 232r",1664,"""Il Gran Duca questa mattina ha fatto gran dire della lettera che voi avete del Colbert, che era belissima...""Originale autografo
"
Falconieri Paolo,Viviani Vincenzo,20/12/1664,Roma,,Argomenti privati,['Viviani Vincenzo'],"Gal. 162, doc. 148, c. 234r",1664,"""Cos'è? Che ho io a fare del Signor Viviani? Egli è tutto intento a speculazioni, a studi, come può...""Originale autografo
"
Del Maestro Ferdinando,Viviani Vincenzo,22/12/1664,Firenze,Firenze,Argomenti privati,"['Marucelli Giovan Filippo', 'Colbert Jean Baptiste', 'Viviani Vincenzo']","Gal. 162, doc. 149, c. 235r",1664,"""Non posso esprimere con adeguati sensi a V. S. Illustrissima il giubbilo, e contento che mi è arrivato...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,27/12/1664,Pisa,,Argomenti privati,"['Rinuccini Tommaso', 'Cerchi Alessandro ', 'Borelli Giovanni Alfonso']","Gal. 162, doc. 150, c. 237r-238r",1664,"""Ricevei la vostra, ed in particolare delle lettere, nessuna di quelle che voi mi scrivete, son quelle...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,1/01/1666,Pisa,,Argomenti privati,['Magalotti Lorenzo'],"Gal. 162, doc. 151, c. 239r-v",1666,"""Dal Magalotti sento che non stavi troppo bene, questo mancava per attirare affatto di malinconia...""Originale autografo
"
Lapi Michelangelo,Viviani Vincenzo,3/01/1665,Roma,Firenze,Argomenti privati,[],"Gal. 162, doc. 152, c. 240r",1665,"""La grazia compartita a V. S. dalla Maestà Christianissima è valsa a me di quell'allegrezza, che può imaginare...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,4/01/1665,Pisa,Firenze,Notizie di libri,"['Cerchi Consiglio de ', 'Cerchi Alessandro ']","Gal. 162, doc. 153, c. 242r-v",1665,"""In risposta della vostra devo dirvi, che si verrà meco la sorella del Signor Consiglio, voglio dire...""Originale autografo
"
Galilei Cosimo,Viviani Vincenzo,25/01/1665,Roma,,Argomenti privati,['Galilei Galileo'],"Gal. 162, doc. 154, c. 244r-247v",1665,"""V. S. non s'è certo niente ingannata a credere, che l'avviso dell'onore che ha ricevuto da S. M. Cristianissima...""Originale autografoPubbl. in: A. Favaro, Documenti inediti per la storia dei manoscritti galileiani, in Bullettino di bibliografia e di storia delle scienze matematiche e fisiche, XVIII (1885), 168-1772, n. 48
"
Molara Bruto (della),Viviani Vincenzo,23/01/1665,Firenze,,Argomenti privati,['Rinaldini Carlo'],"Gal. 162, doc. 155, c. 248r-249r",1665,"""Ricevo due vostre, ma in nessuna delle due mi date troppo buone nuove, mentre non mi assicurate...""Originale autografo
"
Cerchi Alessandro,Viviani Vincenzo,27/01/1665,Pisa,,Argomenti privati,"['Marucelli Giovan Filippo', 'Magalotti Lorenzo', 'Viviani Vincenzo']","Gal. 162, doc. 156, c. 250r-v",1665,"""Con lettera degli 8 di questo mese mi scrive il Signor Residente Marucelli, o per dir meglio mi risponde...""Originale autografo
"
Marucelli Giovanni Filippo,Viviani Vincenzo,30/01/1665,Parigi,Firenze,Notizie di libri,"['Dati Carlo Roberto', 'Cerchi Alessandro ']","Gal. 162, doc. 157, c. 251r",1665,"""Ricevo la lettera separata di V. S. con l'incluso pieghetto del Signor Carlo Dati, sento bene...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,30/01/1665,Firenze,,Argomenti privati,"['Viviani Francesco ', 'Cerchi Alessandro ', 'Caccini Tommaso']","Gal. 162, doc. 158, c. 253r-v",1665,"""Vorrei pure sentire che voi mi deste avviso una volta del vostro ritorno, e che ci rivediamo...""Originale autografo
"
Marucelli Giovanni Filippo,Viviani Vincenzo,6/02/1665,Parigi,Firenze,Notizie di libri,"['Colbert Jean Baptiste', 'Cerchi Alessandro ']","Gal. 162, doc. 159, c. 254r-v",1665,"""Incluso in un grosso piego del Signor Cavaliere Cerchi ricevo con l'ordine i recapiti di V. S. per...""Firma e poscritto autografi
"
Marucelli Giovanni Filippo,Viviani Vincenzo,13/02/1665,Parigi,Firenze,Notizie di libri,['Colbert Jean Baptiste'],"Gal. 162, doc. 160, c. 256v",1665,"""Mi dispiace da un canto, che la gratificazione di S. M. habbia causato alla premurosa puntualità...""Firma autografa
"
Balatri Antonio Francesco,Viviani Vincenzo,20/02/1665,Pisa,,Argomenti privati,['Molara Bruto della'],"Gal. 162, doc. 161, c. 258r-v",1665,"""Sono già da 15 giorni ch'i motipropri a favore di V. S. Eccellentissima stanno in camera del Serenissimo...""Originale autografo
"
Lazari Pier Francesco,Viviani Vincenzo,28/02/1665,Pesaro,Firenze,Argomenti privati,[],"Gal. 162, doc. 162, c. 259r",1665,"""Si compiacerà V. S. ricevere una cassetta de fichi franchata d'ogni spesa...""Originale autografo
"
Galli Giovanni,Viviani Vincenzo,1/03/1665,Sant' Angelo in Vado,Firenze,Argomenti privati,['Lazari Pier Francesco '],"Gal. 162, doc. 163, c. 261r",1665,"""D'ordine del molto Reverendo Padre Francesco Lazari di Pesaro si manda a V. S. una cassetta...""Originale autografo
"
Galli Giovanni,Viviani Vincenzo,2/03/1665,Sant' Angelo in Vado,Firenze,Argomenti privati,['Lazari Pier Francesco '],"Gal. 162, doc. 164, c. 263r",1665,"""D'ordine del molto Reverendo Padre Lazari Carmelitano di Pesaro si è inviato a V. S. una cassettina...""Originale autografo
"
Galilei Cosimo,Viviani Vincenzo,7/03/1665,Roma,,Argomenti privati,['Gregorio Barbarigo santo'],"Gal. 162, doc. 165, c. 265r-266r",1665,"""Con le lettere di V. S. ricevetti la polizza di cambio di scudi otto, quali riscossi ieri mattina, ne ringrazio...""Originale autografo
"
Dell'Ara Paolo,Viviani Vincenzo,20/03/1665,Parigi,,Notizie di libri,"['Boulliau Ismael', 'Mendet', 'Dati Carlo Roberto', 'Huygens Christiaan', 'Cerchi Alessandro ']","Gal. 162, doc. 166, c. 267r-270r",1665,"""Dalla lettera di V. S. de' 27 del passato, sento quanto ella desidera in ordine a' libri da lei mandati""Originale autografo
"
Marucelli Giovanni Filippo,Viviani Vincenzo,20/03/1665,Parigi,Firenze,Notizie di libri,['Colbert Jean Baptiste'],"Gal. 162, doc. 167, c. 271r-v",1665,"""Comparve la cassa de' libri di V. S. quali erano così ben legati, che poco meglio si lavora qua...""Originale autografo
"
Lisci Benedetto,Viviani Vincenzo,25/03/1665,Pisa,,Argomenti privati,[],"Gal. 162, doc. 168, c. 273r",1665,"""Io non vorrei che V. S. Illustrissima mi mettesse in qualche imbroglio, che la gente formasse di me...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,27/03/1665,Livorno,,Argomenti privati,['Borelli Giovanni Alfonso'],"Gal. 162, doc. 169, c. 274r",1665,"""Eccovi botta e risposta del Signor Borelli, da queste che voi vedrete, non vi è state altre lettere...""Originale autografo
"
Lisci Benedetto,Viviani Vincenzo,27/03/1665,Pisa,,Argomenti privati,[],"Gal. 162, doc. 170, c. 275r",1665,"""A fé che io credo, che gli verrò a noia con tante lettere, e rinvoltini, ma che vol'ella che io faccia...""Originale autografo
"
Micalori Giovanni Battista,Viviani Vincenzo,4/05/1665,Urbino,Firenze,Argomenti privati,"['Barocci Federico', ""Medici Leopoldo de'"", 'Salarini Ippolito ']","Gal. 162, doc. 171, c. 276r-v",1665,"""Essendo vacato l'offizio della tassa o estimo delle terre che si vendono, o comprono in questa città...""Originale autografo
"
Micalori Giovanni Battista,Viviani Vincenzo,18/05/1665,Urbino,Firenze,Argomenti privati,['Salarini Ippolito '],"Gal. 162, doc. 172, c. 278r-v",1665,"""Ho ricevuto la gentilissima di V. S., e sento con mio sommo gusto la buona e pronta dispositione...""Originale autografo
"
Micalori Giovanni Battista,Viviani Vincenzo,25/05/1664,Urbino,Firenze,Argomenti privati,['Scorcinelli Dianora '],"Gal. 162, doc. 173, c. 280r-v",1664,"""Per servire una povera donna e madre insieme piangente, son sforzato d'incomodare nuovamente...""Originale autografo
"
Rondinella,Viviani Vincenzo,4/06/1665,S. Marta,Firenze,Argomenti privati,['Viviani Maddalena Angiola '],"Gal. 162, doc. 174, c. 282r",1665,"""Mossa da compassione vengo da V. S. a supplicarla con tutte quelle...""Originale autografo
"
Cerchi Consiglio (de),Viviani Vincenzo,23/06/1665,Firenze,Sartiano,Argomenti privati,"['Magalotti Lorenzo', 'Capponi Ferrante']","Gal. 162, doc. 175, c. 284r",1665,"""Oggi e no prima mi è stata resa l'umanissima lettera di V. S. de' 18 del corrente, et subito l'ho servita...""Originale autografo
"
Rondinella,Viviani Vincenzo,30/06/1665,,,Argomenti privati,['Galilei Bocchineri Sestilia '],"Gal. 162, doc. 176, c. 286r",1665,"""Sento pessime relazioni della lor Signora Sestilia, però ricordo a V. S. acciò consoli la sua sorella...""Originale autografo
"
Dei Rodolfo,Viviani Vincenzo,4/07/1665,Firenze,,Argomenti privati,"['Capponi Ferrante', 'Bimbacci']","Gal. 162, doc. 177, c. 288r-v",1665,"""Avendo sperimentato la sua gran carità et affetto verso la povera casa del Bimbacci non ho potuto...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,7/07/1665,Firenze,,Argomenti privati,[],"Gal. 162, doc. 178, c. 289r-v",1665,"""E quando mai più ha egli da essere che noi ci aviamo da rivedere, per l'amor di Dio...""Originale autografo
"
Gaci Enea,Viviani Vincenzo,7/07/1665,Castiglione,,Argomenti privati,['Capponi Ferrante'],"Gal. 162, doc. 179, c. 290r-v",1665,"""Doppo il ritorno da cotesta parte, et che ricevei la gratissima risposta di V. S., dedi parte al Serenissimo...""Originale autografo
"
Serrati Lorenzo,Viviani Vincenzo,21/07/1665,Firenze,Siena,Argomenti privati,['Capponi Ferrante'],"Gal. 162, doc. 180, c. 291r",1665,"""La nuova della gran rotta che hanno hauto gli spagnoli da'Portoghesi e Franzesi portato...""Originale autografo
"
Samuelli Francesco Maria,Viviani Vincenzo,24/07/1665,Chiusi,Sarteano,Argomenti privati,[],"Gal. 162, doc. 181, c. 293r",1665,"""Con l'occasione che sono stato oggi a Monte Puliciano ho trovato...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,24/07/1665,Firenze,,Argomenti privati,[],"Gal. 162, doc. 182, c. 295r-v",1665,"""Sento che oggi vi sia una speditione per voi piaccia a Dio che sia quella buona che ci richiami...""Originale autografo
"
Gaci Enea,Viviani Vincenzo,26/07/1665,Castiglione,Sartiano,Argomenti privati,['Casella'],"Gal. 162, doc. 183, c. 296r",1665,"""Pe avviso hauto in discorso con il Signor Cavaliere del Vecchiano, che per la parte della religione...""Originale autografo
"
Serrati Lorenzo,Viviani Vincenzo,1/08/1665,Firenze,,Argomenti privati,"['De Vecchi Bernardino ', 'Capponi Ferrante']","Gal. 162, doc. 184, c. 298r-v",1665,"""Mentre l'Illustrissimo Signor Senatore et Auditore Capponi doppo anzi negoziati oggi...""Originale autografo
"
Mattioli Giovanni Battista,Viviani Vincenzo,9/08/1665,Montepulciano,Sartiano,Argomenti privati,[],"Gal. 162, doc. 185, c. 299r",1665,"""Si spedisce il suo mandato al tardi che io non ero a casa essendo stato occupato...""Originale autografo
"
Mattioli Giovanni Battista,Viviani Vincenzo,31/08/1665,Montepulciano,Sartiano,Argomenti privati,[],"Gal. 162, doc. 186, c. 301r",1665,"""Invio a V. S. il saggio del vino quale piacendole potrà ordinare nella maniera che comanda...""Originale autografo
"
Casella Giovanni Filippo,Viviani Vincenzo,5/10/1665,,,Argomenti privati,"['Graziani ', 'Della Penna Camillo ']","Gal. 162, doc. 187, c. 303r-v",1665,"""Supplico V. S. mio riverito signore, che che con l'interpositione del suo merito, voglia impetrarmi...""Originale autografo. Note a lapis forse autografe del Viviani a c. 304v
"
Ricci Michelangelo,Viviani Vincenzo,3/10/1665,Frascati,,Argomenti privati,['Guidi'],"Gal. 162, doc. 188, c. 305r",1665,"""Ella mi ha fatto desiderare per lungo spazio di tempo e l'onore e la consolazione delle sue lettere...""Originale autografo
"
Micalori Giovanni Battista,Viviani Vincenzo,14/10/1665,Urbino,Firenze,Argomenti privati,"['Bassano Iacopo', 'Vagnarelli Lorenzo', 'Della Rovere Vittoria granduchessa di Toscana']","Gal. 162, doc. 189, c. 306r-v",1665,"""Supplico V. S. che vogli dignarsi di mettere in su la via il latore di questa che possi fare giungere...""Originale autografo
"
Fraticelli Bartolomeo,Viviani Vincenzo,3/11/1665,Sarteano,Firenze,Argomenti privati,[],"Gal. 162, doc. 190, c. 308r",1665,"""Ricevei consolatione inesplicabile nel sentire la mossa di V. S. per la volta di Fiorenza...""Originale autografo
"
Lebesque Marainville (de),Viviani Vincenzo,20/11/1665,Parigi,Firenze,Argomenti privati,['Colbert Jean Baptiste'],"Gal. 162, doc. 191, c. 310r",1665,"""J'ai recu l'ordre de monseigneur Colbert de vous faire retenir la somme...""Originale autografo
"
Fraticelli Bartolomeo,Viviani Vincenzo,22/12/1665,Siena,Firenze,Argomenti privati,"['Ciuti Jacopo ', ""Medici Mattias de'"", 'Minucci ']","Gal. 162, doc. 192, c. 312r",1665,"""Il celeste Bambino multiplichi a milioni la felicità, che V. S. si compiace augurarmi nelle prossime...""Originale autografo. A c. 313v alcuni calcoli matematici
"
Dell'Ara Paolo,Viviani Vincenzo,27/11/1665,Parigi,,Argomenti privati,[],"Gal. 162, doc. 193, c. 314r-315r",1665,"""Iersera comandommi il Signor Abate mio signore di portarmi questa mattina dal Signor Cappellano...""Originale autografo
"
Giovannelli Orlandi Benedetto,Viviani Vincenzo,27/11/1665,Siena,,Argomenti privati,"['Podestà di Cetona e Sarteano ', 'Raffaelli Marco Antonio ']","Gal. 162, doc. 194, c. 316r",1665,"""Partito el dì 18 stante et il 19 presentai le lettere al Signor Potestà di Sarteano et di Cetona...""Originale autografo
"
Dell'Ara Paolo,Viviani Vincenzo,27/11/1665,Parigi,,Argomenti privati,[],"Gal. 162, doc. 195, c. 317r-318r",1665,"""Iersera comandommi il Signor Abate mio signore di portarmi questa mattina dal Signor Cappellano...""Originale autografo simile alla lettera a c. 314r-315r
"
Marucelli Giovanni Filippo,Viviani Vincenzo,27/11/1665,Parigi,,Argomenti privati,[],"Gal. 162, doc. 196, c. 319r-v",1665,"""Io godo sommamente, che a me tocchi il contento, di darle parte, come la liberalità di questo Re...""Originale autografo
"
Fraticelli Bartolomeo,Viviani Vincenzo,14/12/1665,Siena,Firenze,Argomenti privati,"['Podestà di Cetona e Sarteano ', ""Medici Mattias de'"", 'Nelli', ""Medici Carlo de'""]","Gal. 162, doc. 197, c. 320r",1665,"""La servitù contratta con la benignità di V. S. mi havrà fatto trascender in noiarla con altra espressiva...""Originale autografo
"
Fraticelli Bartolomeo,Viviani Vincenzo,12/12/1665,Siena,Firenze,Argomenti privati,"['Podestà di Cetona e Sarteano ', 'Ciuti Jacopo ', 'Nelli', 'Capitano di Giustizia di Siena ']","Gal. 162, doc. 198, c. 322r",1665,"""Presi ardire con la cortesia di V. S. farle mostrare dal Signor Jacopo Ciuti due lettere manifestanti...""Originale autografo
"
Southwell Robert,Viviani Vincenzo,29/12/1665,Portsmouth,Firenze,Argomenti privati,"['Hanibali ', 'Dati Carlo Roberto', 'Calvellini Augustino ']","Gal. 162, doc. 199, c. 324r-v",1665,"""Mi sono scordato della lingua italiana, ma non dalla sua amicitia. Vi juro Signore che la memoria de lei...""Originale autografo
"
Marucelli Giovanni Filippo,Viviani Vincenzo,8/01/1666,Parigi,Firenze,Argomenti privati,[],"Gal. 162, doc. 200, c. 326r-v",1666,"""Risultano a me tanti favori, e non meritate lodi da quel poco di zelo, con il quale io posso haver...""Originale autografo
"
Dell'Ara Paolo,Viviani Vincenzo,8/01/1666,Parigi,,Argomenti privati,['Colbert Jean Baptiste'],"Gal. 162, doc. 201, c. 328r-329v",1666,"""Accuso a V. S. Illustrissima la cortesissima sua in risposta di cui devo dirle: che questa mattina...""Originale autografo
"
Ricci Michelangelo,Viviani Vincenzo,9/01/1666,Roma,,Argomenti privati,[],"Gal. 162, doc. 202, c. 330r",1666,"""Non poteva V. S. Illustrissima comandarmi cosa di maggiore onor mio, ma non meno di maggior mortificazione...""Originale autografo
"
