Sender,Receiver,Date,Provenance,Destination,Subject,Cited names,Reference,Year,Incipit
Lisci Benedetto,Viviani Vincenzo,27/03/1665,Pisa,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 170, c. 275r",1665,"""A fé che io credo, che gli verrò a noia con tante lettere, e rinvoltini, ma che vol'ella che io faccia...""Originale autografo
"
Micalori Giovanni Battista,Viviani Vincenzo,4/05/1665,Urbino,Firenze,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)Barocci, Federico, 1535-1612,(citato.)Medici, Leopoldo de', 1617-1675,(citato.)Salarini, Ippolito, m. 1665,(citato.)","Gal. 162, doc. 171, c. 276r-v",1665,"""Essendo vacato l'offizio della tassa o estimo delle terre che si vendono, o comprono in questa città...""Originale autografo
"
Micalori Giovanni Battista,Viviani Vincenzo,18/05/1665,Urbino,Firenze,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)Salarini, Ippolito, m. 1665,(citato.)","Gal. 162, doc. 172, c. 278r-v",1665,"""Ho ricevuto la gentilissima di V. S., e sento con mio sommo gusto la buona e pronta dispositione...""Originale autografo
"
Micalori Giovanni Battista,Viviani Vincenzo,25/05/1664,Urbino,Firenze,Argomenti privati,"Scorcinelli, Dianora, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 173, c. 280r-v",1664,"""Per servire una povera donna e madre insieme piangente, son sforzato d'incomodare nuovamente...""Originale autografo
"
Rondinella,Viviani Vincenzo,4/06/1665,S. Marta,Firenze,Argomenti privati,"Viviani, Maddalena Angiola, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 174, c. 282r",1665,"""Mossa da compassione vengo da V. S. a supplicarla con tutte quelle...""Originale autografo
"
Cerchi Consiglio (de),Viviani Vincenzo,23/06/1665,Firenze,Sartiano,Argomenti privati,"Magalotti, Lorenzo, 1637-1712,(citato.)Capponi, Ferrante, 1611-1689,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 175, c. 284r",1665,"""Oggi e no prima mi è stata resa l'umanissima lettera di V. S. de' 18 del corrente, et subito l'ho servita...""Originale autografo
"
Rondinella,Viviani Vincenzo,30/06/1665,,,Argomenti privati,"Galilei Bocchineri, Sestilia, m. 1669,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 176, c. 286r",1665,"""Sento pessime relazioni della lor Signora Sestilia, però ricordo a V. S. acciò consoli la sua sorella...""Originale autografo
"
Dei Rodolfo,Viviani Vincenzo,4/07/1665,Firenze,,Argomenti privati,"Capponi, Ferrante, 1611-1689,(citato.)Bimbacci,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 177, c. 288r-v",1665,"""Avendo sperimentato la sua gran carità et affetto verso la povera casa del Bimbacci non ho potuto...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,7/07/1665,Firenze,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 178, c. 289r-v",1665,"""E quando mai più ha egli da essere che noi ci aviamo da rivedere, per l'amor di Dio...""Originale autografo
"
Gaci Enea,Viviani Vincenzo,7/07/1665,Castiglione,,Argomenti privati,"Capponi, Ferrante, 1611-1689,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 179, c. 290r-v",1665,"""Doppo il ritorno da cotesta parte, et che ricevei la gratissima risposta di V. S., dedi parte al Serenissimo...""Originale autografo
"
Serrati Lorenzo,Viviani Vincenzo,21/07/1665,Firenze,Siena,Argomenti privati,"Capponi, Ferrante, 1611-1689,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 180, c. 291r",1665,"""La nuova della gran rotta che hanno hauto gli spagnoli da'Portoghesi e Franzesi portato...""Originale autografo
"
Samuelli Francesco Maria,Viviani Vincenzo,24/07/1665,Chiusi,Sarteano,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 181, c. 293r",1665,"""Con l'occasione che sono stato oggi a Monte Puliciano ho trovato...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,24/07/1665,Firenze,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 182, c. 295r-v",1665,"""Sento che oggi vi sia una speditione per voi piaccia a Dio che sia quella buona che ci richiami...""Originale autografo
"
Gaci Enea,Viviani Vincenzo,26/07/1665,Castiglione,Sartiano,Argomenti privati,"Casella,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 183, c. 296r",1665,"""Pe avviso hauto in discorso con il Signor Cavaliere del Vecchiano, che per la parte della religione...""Originale autografo
"
Serrati Lorenzo,Viviani Vincenzo,1/08/1665,Firenze,,Argomenti privati,"De Vecchi, Bernardino, sec. XVII,(citato.)Capponi, Ferrante, 1611-1689,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 184, c. 298r-v",1665,"""Mentre l'Illustrissimo Signor Senatore et Auditore Capponi doppo anzi negoziati oggi...""Originale autografo
"
Mattioli Giovanni Battista,Viviani Vincenzo,9/08/1665,Montepulciano,Sartiano,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 185, c. 299r",1665,"""Si spedisce il suo mandato al tardi che io non ero a casa essendo stato occupato...""Originale autografo
"
Mattioli Giovanni Battista,Viviani Vincenzo,31/08/1665,Montepulciano,Sartiano,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 186, c. 301r",1665,"""Invio a V. S. il saggio del vino quale piacendole potrà ordinare nella maniera che comanda...""Originale autografo
"
Casella Giovanni Filippo,Viviani Vincenzo,5/10/1665,,,Argomenti privati,"Graziani, sec. XVII,(citato.)Della Penna, Camillo, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 187, c. 303r-v",1665,"""Supplico V. S. mio riverito signore, che che con l'interpositione del suo merito, voglia impetrarmi...""Originale autografo. Note a lapis forse autografe del Viviani a c. 304v
"
Ricci Michelangelo,Viviani Vincenzo,3/10/1665,Frascati,,Argomenti privati,"Guidi,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 188, c. 305r",1665,"""Ella mi ha fatto desiderare per lungo spazio di tempo e l'onore e la consolazione delle sue lettere...""Originale autografo
"
Micalori Giovanni Battista,Viviani Vincenzo,14/10/1665,Urbino,Firenze,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)Bassano, Iacopo, 1510-1592,(citato.)Vagnarelli, Lorenzo, 1581-1675,(citato.)Della Rovere, Vittoria, granduchessa di Toscana, 1622-1694,(citato.)","Gal. 162, doc. 189, c. 306r-v",1665,"""Supplico V. S. che vogli dignarsi di mettere in su la via il latore di questa che possi fare giungere...""Originale autografo
"
Fraticelli Bartolomeo,Viviani Vincenzo,3/11/1665,Sarteano,Firenze,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 190, c. 308r",1665,"""Ricevei consolatione inesplicabile nel sentire la mossa di V. S. per la volta di Fiorenza...""Originale autografo
"
Lebesque Marainville (de),Viviani Vincenzo,20/11/1665,Parigi,Firenze,Argomenti privati,"Colbert, Jean Baptiste, 1619-1683,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 191, c. 310r",1665,"""J'ai recu l'ordre de monseigneur Colbert de vous faire retenir la somme...""Originale autografo
"
Fraticelli Bartolomeo,Viviani Vincenzo,22/12/1665,Siena,Firenze,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)Ciuti, Jacopo, sec. XVII,(citato.)Medici, Mattias de', 1613-1667,(citato.)Minucci, sec. XVII,(citato.)","Gal. 162, doc. 192, c. 312r",1665,"""Il celeste Bambino multiplichi a milioni la felicità, che V. S. si compiace augurarmi nelle prossime...""Originale autografo. A c. 313v alcuni calcoli matematici
"
Dell'Ara Paolo,Viviani Vincenzo,27/11/1665,Parigi,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 193, c. 314r-315r",1665,"""Iersera comandommi il Signor Abate mio signore di portarmi questa mattina dal Signor Cappellano...""Originale autografo
"
Giovannelli Orlandi Benedetto,Viviani Vincenzo,27/11/1665,Siena,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)Podestà di Cetona e Sarteano, sec. XVII,(citato.)Raffaelli, Marco Antonio, sec. XVII,(citato.)","Gal. 162, doc. 194, c. 316r",1665,"""Partito el dì 18 stante et il 19 presentai le lettere al Signor Potestà di Sarteano et di Cetona...""Originale autografo
"
Dell'Ara Paolo,Viviani Vincenzo,27/11/1665,Parigi,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 195, c. 317r-318r",1665,"""Iersera comandommi il Signor Abate mio signore di portarmi questa mattina dal Signor Cappellano...""Originale autografo simile alla lettera a c. 314r-315r
"
Marucelli Giovanni Filippo,Viviani Vincenzo,27/11/1665,Parigi,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 196, c. 319r-v",1665,"""Io godo sommamente, che a me tocchi il contento, di darle parte, come la liberalità di questo Re...""Originale autografo
"
Fraticelli Bartolomeo,Viviani Vincenzo,14/12/1665,Siena,Firenze,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)Podestà di Cetona e Sarteano, sec. XVII,(citato.)Medici, Mattias de', 1613-1667,(citato.)Nelli,(citato.)Medici, Carlo de', 1595-1666,(citato.)","Gal. 162, doc. 197, c. 320r",1665,"""La servitù contratta con la benignità di V. S. mi havrà fatto trascender in noiarla con altra espressiva...""Originale autografo
"
Fraticelli Bartolomeo,Viviani Vincenzo,12/12/1665,Siena,Firenze,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)Podestà di Cetona e Sarteano, sec. XVII,(citato.)Ciuti, Jacopo, sec. XVII,(citato.)Nelli,(citato.)Capitano di Giustizia di Siena, sec. XVII,(citato.)","Gal. 162, doc. 198, c. 322r",1665,"""Presi ardire con la cortesia di V. S. farle mostrare dal Signor Jacopo Ciuti due lettere manifestanti...""Originale autografo
"
Southwell Robert,Viviani Vincenzo,29/12/1665,Portsmouth,Firenze,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)Hanibali, sec. XVII,(citato.)Dati, Carlo Roberto, 1619-1676,(citato.)Calvellini, Augustino, sec. XVII,(citato.)","Gal. 162, doc. 199, c. 324r-v",1665,"""Mi sono scordato della lingua italiana, ma non dalla sua amicitia. Vi juro Signore che la memoria de lei...""Originale autografo
"
Marucelli Giovanni Filippo,Viviani Vincenzo,8/01/1666,Parigi,Firenze,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 200, c. 326r-v",1666,"""Risultano a me tanti favori, e non meritate lodi da quel poco di zelo, con il quale io posso haver...""Originale autografo
"
Dell'Ara Paolo,Viviani Vincenzo,8/01/1666,Parigi,,Argomenti privati,"Colbert, Jean Baptiste, 1619-1683,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 201, c. 328r-329v",1666,"""Accuso a V. S. Illustrissima la cortesissima sua in risposta di cui devo dirle: che questa mattina...""Originale autografo
"
Ricci Michelangelo,Viviani Vincenzo,9/01/1666,Roma,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 202, c. 330r",1666,"""Non poteva V. S. Illustrissima comandarmi cosa di maggiore onor mio, ma non meno di maggior mortificazione...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,12/01/1666,Pisa,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 203, c. 331r",1666,"""Accuso due vostre in risposta delle quali vi dirò che feci l'imbasciata del Signor Niccolò...""Originale autografo
"
Falconieri Paolo,Viviani Vincenzo,16/01/1666,Roma,,Argomenti privati,"Magalotti, Lorenzo, 1637-1712,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 204, c. 332r",1666,"""M'avvisa il nostro Signor Lorenzo Magalotti la remunerazione insieme con il premio, che il Serenissimo...""Originale autografo
"
Falconieri Ottavio,Viviani Vincenzo,23/01/1666,Roma,,Notizie di libri,"Viviani, Vincenzo, 1622-1703,(destinatario.)Magalotti, Lorenzo, 1637-1712,(citato.)Nardini, Francesco, sec. XVII,(citato.)","Gal. 162, doc. 205, c. 333r",1666,"""Io non ho accompagnato con le mie lettere il libro del Nardini presentato a V. S. in mio nome...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,23/01/1666,Pisa,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 206, c. 334r-v",1666,"""All'occasione poi mi accorgo del mio tempo perso, lo conosco, ma ancora io sono alle volte...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,31/01/1667,Pisa,,Argomenti privati,"Steensen, Niels, 1638-1686,(citato.)Riccardi, Niccolò, 1585-1639,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 207, c. 335r-336r",1667,"""Accuso due vostre una sopra il particolare del Signor Stenno, l'altra di cura mia particolare...""Autografo
"
Retano Tommaso,Viviani Vincenzo,29/01/1667,Roma,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 162, doc. 208, c. 337r-338r",1667,"""Confidato nella prudenza, affetto e bontà di V. S. le confido un interesse che appartiene...""Originale autografo
"
Molara Bruto (della),Viviani Vincenzo,4/02/1667,Pisa,Firenze,Argomenti privati,"Steensen, Niels, 1638-1686,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 1, c. 1r",1667,"""Ogni volta che il Signor Niccolò verrà, sarà il benvenuto e il benvisto...""Tracce di sigillo a ceralacca
"
Molara Bruto (della),Viviani Vincenzo,6/02/1666,Pisa,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 2, c. 3r",1666,"""Con mio grandissimo disgusto come potete credere sento che non stiate bene...""
"
Ricci Michelangelo,Viviani Vincenzo,6/02/1666,Roma,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 3, c. 4r",1666,"""Ho fatto consegnare al Procaccio una scattola con i due Ritratti uno per Vostra Signoria...""
"
Marucelli Giovanni Filippo,Viviani Vincenzo,/02/1667,Parigi,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 4, c. 5r",1667,"""L'Abate Marucelli riverisce il Signor Vincenzio Viviani, e gli dà avviso...""
"
Gaci Enea,Viviani Vincenzo,9/02/1666,Castiglione,Firenze,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)Pulega, sec. XVII,(citato.)Casini,(citato.)Medici, Leopoldo de', 1617-1675,(citato.)Casella,(citato.)","Gal. 163, doc. 5, c. 7r-v",1666,"""Dal Signor Casella di Città della Pieve tengo avviso, che più tempo fa venissero...""
"
Molara Bruto (della),Viviani Vincenzo,10/02/1666,Pisa,,Argomenti privati,"Viviani,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 6, c. 9r",1666,"""Accuso la vostra resami dal Padre Abate Viviani sigillata con ogni diligentia...""
"
Retano Tommaso,Viviani Vincenzo,13/02/1666,Roma,,Notizie di libri,"Fabri, Honoré, 1607-1688,(citato.)Torricelli, Evangelista, 1608-1647,(citato.)Medici, Leopoldo de', 1617-1675,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 7, c. 10r-11r",1666,"""Mi par molto propria l'occasione di abbracciar di ravvivare a Vostra Signoria la memoria...""
"
Molara Bruto (della),Viviani Vincenzo,20/02/1666,Pisa,Firenze,Argomenti privati,"Medici, Leopoldo de', 1617-1675,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 8, c. 12r",1666,"""Sono una mano di giorni che sono senza vostre lettere nè so  perchè...""
"
Molara Bruto (della),Viviani Vincenzo,24/02/1666,Pisa,,Argomenti privati,"Magalotti, Lorenzo, 1637-1712,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 9, c. 14r",1666,"""Accuso la vostra de' 20 intorno alla quale non ho che rispondervi solo che circa il ritornare...""
"
Molara Bruto (della),Viviani Vincenzo,1/03/1666,Pisa,,Notizie di libri,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 10, c. 15r-v",1666,"""Ho ricevuto la 2a vostra lettera [...] e mi è giunta appunto che non avevo...""
"
Southwell Robert,Viviani Vincenzo,4/03/1666,Madrid,,Argomenti privati,"Molara, Bruto della, 1639-1685,(citato.)Castiglione, Dante, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 11, c. 16r",1666,"""Partendomi d'Inghilterra scrissi una letterine a Vostra Signoria Illustrissima...""
"
Molara Bruto (della),Viviani Vincenzo,6/03/1666,Livorno,,Argomenti privati,"Southwell, Robert, 1635-1702,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 12, c. 17r-v",1666,"""Accuso una vostra scritta di hieri con la regola per sapere le distanze degli oggetti di mare...""
"
Molara Bruto (della),Viviani Vincenzo,10/03/1666,Pisa,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 13, c. 18r",1666,"""Io per me non so che diavolo sia con quel Signore che...""
"
Bassetti Apollonio,Viviani Vincenzo,12/03/1666,Pisa,Firenze,Notizie di libri,"Medici, Leopoldo de', 1617-1675,(citato.)Magliabechi, Antonio, 1633-1714,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 14, c. 19r",1666,"""Per comandamento del Serenissimo Principe mio Signore devo rispondere a Vostra Signoria...""Ippolito Bassetti ordina al Viviani per conto di Leopoldo de' Medici di consegnare alcuni libri di matematica fatti venire da Cagli ad Antonio Magliabechi
"
Molara Bruto (della),Viviani Vincenzo,13/03/1666,Livorno,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 15, c. 20r",1666,"""Per il medesimo Siena di Cusina (?) che mi portò i guanti...""
"
Rucellai Giovanni,Viviani Vincenzo,17/03/1666,Firenze,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 16, c. 21r",1666,"""Desiderei in estremo che ella si compiacesse favorirmi d'esser qui...""
"
Micalori Giovanni Battista,Viviani Vincenzo,18/03/1666,Cagli,Firenze,Notizie di libri,"Medici, Leopoldo de', 1617-1675,(citato.)Barocci, Federico, 1535-1612,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 17, c. 23r",1666,"""Io ho scritto a Vostra Signoria Eccellentissima alcune volte, ma perchè non ho veduta la risposta...""Tracce di sigillo
"
Molara Bruto (della),Viviani Vincenzo,20/03/1666,Livorno,Firenze,Argomenti privati,"Moriani, Pietro, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 18, c. 25r",1666,"""Con impazienza sto attendendo avviso se mai venissero quei guanti di Roma....""
"
Molara Bruto (della),Viviani Vincenzo,27/03/1666,Livorno,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 19, c. 27r",1666,"""Mercordì mattina finalmente mi riuscì pigliar la Croce...""
"
Marucelli Giovanni Filippo,Viviani Vincenzo,2/04/1666,Parigi,,Argomenti privati,"Torricelli, Evangelista, 1608-1647,(citato.)Cerchi, Alessandro, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 20, c. 28r-v",1666,"""Si come intesi con sommo giubilo da un cenno del Signor Cavaliere Cerchii la destinazione...""
"
Marucelli Giovanni Filippo,Viviani Vincenzo,3/04/1666,Tivoli,Firenze,Notizie di libri,"Viviani, Vincenzo, 1622-1703,(destinatario.)Fabri, Honoré, 1607-1688,(citato.)","Gal. 163, doc. 21, c. 29r",1666,"""La gentilissima sua de' 23 passato...""
"
Masini Domenico,Viviani Vincenzo,15/04/1666,Fucecchio,Firenze,Argomenti privati,"Panciatichi, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 22, c. 31r",1666,"""Mi è stata recapitata in questa sera una cortesissima di Vostra Signoria con una del Signor Canonico...""
"
Lanci Giovanni Maria,Viviani Vincenzo,3/05/1666,Fano,Firenze,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 23, c. 33r-v",1666,"""Sa molto bene Vostra Signoria quanto m'abbia obligato verso gli avantaggi del nostro...""
"
Del Bianco Raffaello,Viviani Vincenzo,19/07/1666,Firenze,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 24, c. 35r",1666,"""Nel tornarmene iersera a Casa, mi fu fatto un'ambasciata da parte di Vostra Signoria...""Tracce di sigillo a secco
"
Micalori Giovanni Battista,Viviani Vincenzo,10/08/1666,Cagli,Firenze,Notizie di libri,"Medici, Leopoldo de', 1617-1675,(citato.)Dal Monte, Guidobaldo, 1545-1607,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 25, c. 37r",1666,"""Adì 16 del cadente partirò d'Urbania per costì e portarò meco alcuni quadri...""Tracce di sigillo a secco
"
Pesciolini Giulio,Viviani Vincenzo,29/08/1666,Certaldo,,Idraulica,"Viviani, Vincenzo, 1622-1703,(destinatario.)Betti, Domenico, sec. XVII?,(citato.)Capponi, Ferrante, 1611-1689,(citato.)Incontri,(citato.)","<span data-id=""http://imss/name/116663""></span>",1666,"""Devo risposta a 3 di Vostra Signoria che due de' 26 stante, et una de' 27...""
"
Pesciolini Giulio,Viviani Vincenzo,5/09/1666,Pino,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 27, c. 41r-v",1666,"""Hieri appunto secondo havrà inteso da M. Domenico Bettini seguì la fine del nostro lavoro...""
"
Micalori Giovanni Battista,Viviani Vincenzo,7/09/1666,Borgo Pace,Firenze,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 28, c. 42r",1666,"""Lasciai il quadretto di Vostra Signoria Eccellentissima che si fossi portato...""
"
Micalori Giovanni Battista,Viviani Vincenzo,13/09/1666,Cagli,Firenze,Notizie di libri,"Barocci, Federico, 1535-1612,(citato.)Baldaserra, Lelio, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 29, c. 44r-v",1666,"""Ho veduto in Urbino i libri de' quali Vostra Signoria Eccellentissima me ne diede la nota...""La lettera è indirizzata al Viviani a Firenze presso i Barnabiti
"
Nerli Ferdinando,Viviani Vincenzo,8/10/1666,Livorno,,Notizie di libri,"Venerosi Pesciolini, Amantio, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 30, c. 46r",1666,"""Dal Signor Amantio Venerosi Pesciolini di Marsilia m'è stato mandato per Vostra Signoria...""
"
Nerli Ferdinando,Viviani Vincenzo,8/10/1666,Livorno,,Notizie di libri,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 31, c. 47r",1666,"""Invio a Vostra Signoria un ballottino di libbri col...""
"
Pesciolini Giulio,Viviani Vincenzo,13/10/1666,Pisa,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)Capponi, Ferrante, 1611-1689,(citato.)Incontri, Ferdinando, sec. XVII,(citato.)Michelini, Famiano, 1604-1665,(citato.)Castelli, Benedetto, 1577/8-1643,(citato.)Tavola, Antonio, sec. XVII,(citato.)","<span data-id=""http://imss/name/116126""></span>",1666,"""Conforme scrissi a Vostra Signoria Eccellentissima m'ero condotto alla fattoria...""
"
Panciatichi Lorenzo,Viviani Vincenzo,22/10/1666,Firenze,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 33, c. 49r",1666,"""M'ordina il Serenissimo Signor Principe mio Signore che io le faccia intendere...""
"
Molara Bruto (della),Viviani Vincenzo,3/11/1666,Livorno,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 34, c. 51r",1666,"""Quando manco ognuno se l'aspettava seguì la nostra partenza...""
"
Serenai Lodovico,Viviani Vincenzo,5/11/1666,,,Argomenti privati,"Silvani,(citato.)Raffaelli, Marco Antonio, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 35, c. 52r-53v",1666,"""Io non avrei voluto infastidire nè occupar Vostra Signoria, ma perchè il signor Silvani...""Alla lettera fa seguito un elenco di quesiti che il Serenai pone al Viviani riguardo ad un bando che vietava il taglio del legname nelle Alpi da una certa altezza in poi
"
Marucelli Jacopo,Viviani Vincenzo,7/11/1666,,,Argomenti privati,"Anselmi,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 36, c. 55r",1666,"""Già che Vostra Signoria mi disse, che ella era pronta a favorirmi ad ogni tempo...""A c. 56v computi matematici
"
Molara Bruto (della),Viviani Vincenzo,13/11/1666,Pisa,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 37, c. 57r-v",1666,"""Dal Signor Andrea del Rosso riceverete un fagotto quale vorrei che subito...""
"
Dell'Ara Paolo,Viviani Vincenzo,19/11/1666,Parigi,,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)Ferdinando II, granduca di Toscana, 1610-1670,(citato.)","Gal. 163, doc. 38, c. 58r-v",1666,"""Con la cortesissima di Vostra Signoria Illustrissima ricevo l'inclusa per Monsù Capellano...""
"
Ricci Michelangelo,Viviani Vincenzo,20/11/1666,Roma,,Notizie di libri,"Viviani, Vincenzo, 1622-1703,(destinatario.)Redi, sec. XVII,(citato.)Gradi,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)Dati, Carlo Roberto, 1619-1676,(citato.)","Gal. 163, doc. 39, c. 59r",1666,"""Le persuasioni del Signor Abbate Gradi e d'altri miei Amici e Signori...""
"
Maggieri Cesare,Viviani Vincenzo,6/12/1666,Urbino,Firenze,Notizie di libri,"Medici, Leopoldo de', 1617-1675,(citato.)Corboli,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 40, c. 60r",1666,"""Non si è potuto prima rispondere a Vostra Signoria perchè il Padrone de' Libri stava indisposto...""
"
Chimentelli Valerio,Viviani Vincenzo,10/12/1666,Pisa,Firenze,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 41, c. 62r",1666,"""Occorreva che Vostra Signoria mi ringraziasse per un dono così triviale, et un tributo...""
"
Micalori Giovanni Battista,Viviani Vincenzo,14/12/1666,Cagli,Firenze,Notizie di libri,"Valerio, Luca, 1552-1618,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)","Gal. 163, doc. 42, c. 64r-65r",1666,"""Per il procaccio d'Ancona mando a Vostra Signoria Eccellentissima la copia di Luca Valerii...""A c. 65r elenco di libri
"
