Expéditeur,Notes,References,Noms cités,Sujet,Titre,Date,Provenance,Destination,Destinataire,Year
Ricci Michelangelo,"Tipologia: letteraIncipit: ""Ho ritrovata finalmente la dimostrazione del Signor Torricelli...""A c. 145r segue la dimostrazione del Torricelli di cui si parla nella lettera
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 74, c. 144r-145r<br/>
</td>","Torricelli, Evangelista, 1608-1647,(citato.)Altoviti, Urbano, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Ricci Michelangelo a Viviani Vincenzo,30/01/1660,Roma,Firenze,Viviani Vincenzo,1660
Bartholin Erasmus,"Tipologia: letteraIncipit: ""Trovando io questa occasione di mandar qualche cosa a Vostra Signoria non ho voluto tralasciar d'inviar qualche libretto da me fatto stampare...""A c. 148v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 75, c. 147r-184v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Bartholin Erasmus a Viviani Vincenzo,10/02/1660,Copenhagen,Firenze,Viviani Vincenzo,1660
Molara Bruto (della),"Tipologia: letteraIncipit: ""Ricevo la lettera del Signor Roberto con la scatola quale a Vostra Signoria rimando per il latore...""A c. 150v frammento di sigillo a ceralacca e indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 76, c. 149r-150v<br/>
</td>","Galilei, Galileo, 1564-1642,(citato.)Coppoli, Francesco, 1598-1675,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Molara Bruto (della) a Viviani Vincenzo,8/03/1660,,Firenze,Viviani Vincenzo,1660
Dati Carlo Roberto,"Tipologia: letteraIncipit: ""Se Vostra Signoria ha pronte n. 20 delle sue opere de Maximis et minimis...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 77, c. 151r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Dati Carlo Roberto a Viviani Vincenzo,14/03/1660,,Firenze,Viviani Vincenzo,1660
Boulliau Ismael,"Tipologia: letteraIncipit: ""Nihil mihi iucundius contingere poterat, quam ad Te scribendi occasionem oblatam....""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 78, c. 152r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Apollonius Pergaeus, 262-190 a.C.,(citato.)Medici, Leopoldo de', 1617-1675,(citato.)Rinaldini, Carlo, 1615-1698,(citato.)Bartholin, Rasmus, 1625-1698,(citato.)",Notizie di libri,Boulliau Ismael a Viviani Vincenzo,26/03/1660,Parigi,Firenze,Viviani Vincenzo,1660
Borromei Francesco Maria,"Tipologia: letteraIncipit: ""I caratteri di Vostra Signoria molto Illustre in ogni tempo mi riescono graditi...""La c. 153r-v, restaurata, risulta di difficile lettura
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 79, c. 153r-154r<br/>
</td>","Bérigard, Claude Guillermet de, ca. 1578-1663,(citato.)Molara, Bruto della, 1639-1685,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Borromei Francesco Maria a Viviani Vincenzo,1/05/1660,Padova,Firenze,Viviani Vincenzo,1660
Serni Pompeo,"Tipologia: letteraIncipit: ""Il Signor Michelangelo nostro mi ha dato il libro stampato da Vostra Signoria del quale alla sua cortesia è parso di farmi dono...""A c. 156v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 80, c. 155r-156v<br/>
</td>","Ricci, Michelangelo, 1619-1682,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Serni Pompeo a Viviani Vincenzo,10/07/1660,Roma,Firenze,Viviani Vincenzo,1660
Galilei Cosimo,"Tipologia: letteraIncipit: ""Partito di Firenze mi fu più favorevole il tempo di quello, che avrei desiderato...""Nel margine superiore della c. 158v due disegni a penna di Saturno
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 81, c. 157r-158v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Farnese, Odoardo, n. 1612,(citato.)Franzoni, Giacomo, 1612-1697,(citato.)Manzini, Carlo Antonio, 1599-1677,(citato.)Kepler, Johannes, 1571-1630,(citato.)Manolessi, Carlo, n. 1614,(citato.)Medici, Leopoldo de', 1617-1675,(citato.)Valerio, Luca, 1552-1618,(citato.)Galilei, Vincenzo, ca. 1520-1591,(citato.)",Notizie di libri,Galilei Cosimo a Viviani Vincenzo,10/07/1660,Venezia,Firenze,Viviani Vincenzo,1660
Ricci Michelangelo,"Tipologia: letteraIncipit: ""Il credito, non già di qualche eccellenza, ma d'una semplice e commune bontà...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 82, c. 159r-160r<br/>
</td>","Sluse, René François Walter de, 1622-1685,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)White, Richard, n. 1590,(citato.)Lapi, Michelangelo, sec. XVII,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)Torricelli, Evangelista, 1608-1647,(citato.)Borelli, Giovanni Alfonso, 1608-1679,(citato.)",Notizie di libri,Ricci Michelangelo a Viviani Vincenzo,24/07/1660,Roma,Firenze,Viviani Vincenzo,1660
Piccolomini Ascanio,"Tipologia: letteraIncipit: ""Per mano del Dottor Zannetti ricevei hieri l'Opera da Vostra Signoria ultimamente mandata in luce...""La lettera è firmata ""Arcivescovo di Siena""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 83, c. 161r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Apollonius Pergaeus, 262-190 a.C.,(citato.)Galilei, Galileo, 1564-1642,(citato.)Zannetti, Giovanni, sec. XVII,(citato.)",Notizie di libri,Piccolomini Ascanio a Viviani Vincenzo,31/08/1660,Siena,Firenze,Viviani Vincenzo,1660
Fabri Honoré,"Tipologia: letteraIncipit: ""Accepi tuas literas (doctissime iuxta atque humanissime Vincenti) in quibus...""Sul verso della c. 163 a matita: Giorgio Vehe Veirlehner
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 84, c. 162r-163v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Apollonius Pergaeus, 262-190 a.C.,(citato.)Gradic, Stjepan, 1613-1683,(citato.)Weirlechner, Georg, m. 1664,(citato.)Borelli, Giovanni Alfonso, 1608-1679,(citato.)White, Richard, n. 1590,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)Ricci, Michelangelo, 1619-1682,(citato.)",Notizie di libri,Fabri Honoré a Viviani Vincenzo,PridienonasSeptembrisanniVirgineipartusM1670,Roma,Firenze,Viviani Vincenzo,1670
Galilei Cosimo,"Tipologia: letteraIncipit: ""Oh Dio Signor Vincenzo, ho scontato il viaggio con una malattia...""A c. 167v nota di mano di Vincenzo Viviani 8 settembre 1660, e indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 85, c. 164r-167v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Apollonius Pergaeus, 262-190 a.C.,(citato.)Kepler, Johannes, 1571-1630,(citato.)Manolessi, Carlo, n. 1614,(citato.)Rinaldini, Carlo, 1615-1698,(citato.)Borelli, Giovanni Alfonso, 1608-1679,(citato.)Venezia (Repubblica). Riformatori dello Studio di Padova,(citato.)",Notizie di libri,Galilei Cosimo a Viviani Vincenzo,8/09/1660,Bergamo,Firenze,Viviani Vincenzo,1660
Southwell Robert,"Tipologia: letteraIncipit: ""Tribus ab hinc diebus tibi litteras dedi...""A c. 169v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 86, c. 168r-169v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Euclides, sec. III a.C.,(citato.)Galilei, Galileo, 1564-1642,(citato.)White, Richard, n. 1590,(citato.)Castelli, Benedetto, 1577/8-1643,(citato.)",Notizie di libri,Southwell Robert a Viviani Vincenzo,7novembris1660,Roma,Firenze,Viviani Vincenzo,1660
Ricci Michelangelo,"Tipologia: letteraIncipit: ""Ho rossore della mia negligenza in rispondere ad una di Vostra Signoria Illustrissima...""AutografoA c. 171v nota di mano di Vincenzo Viviani:de' manuscritti greci del S.r Magalotti di Varlungo di Tolomeo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 87, c. 170r-171v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Apollonius Pergaeus, 262-190 a.C.,(citato.)Ptolemaeus, Claudius, ca. 100-178,(citato.)Dati, Carlo Roberto, 1619-1676,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)Torricelli, Evangelista, 1608-1647,(citato.)Borelli, Giovanni Alfonso, 1608-1679,(citato.)",Notizie di libri,Ricci Michelangelo a Viviani Vincenzo,20/12/1660,Roma,Firenze,Viviani Vincenzo,1660
Southwell Robert,"Tipologia: letteraIncipit: ""Ritornato da Napoli in bona salute me trovo qui regualliato per le lettere obligatorie de V.S....""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 88, c. 172r-173v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Barberini, Carlo, 1630-1704,(citato.)Galilei, Galileo, 1564-1642,(citato.)Tasso, Torquato, 1544-1595,(citato.)White, Richard, n. 1590,(citato.)Molara, Bruto della, 1639-1685,(citato.)Dati, Carlo Roberto, 1619-1676,(citato.)Ricci, Michelangelo, 1619-1682,(citato.)Euclides, sec. III a.C.,(citato.)Commandino, Federico, 1509-1575,(citato.)Ariosto, Ludovico, 1474-1533,(citato.)Brown, Henry, sec. XVII,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)",Notizie di libri,Southwell Robert a Viviani Vincenzo,20/12/1660,Roma,Firenze,Viviani Vincenzo,1660
Molara Bruto (della),"Tipologia: letteraIncipit: ""Non tengo nuova alcuna in questa settimana della sua salute...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 89, c. 174r-175r<br/>
</td>","Tavola, Antonio, sec. XVII,(citato.)Ferdinando II, granduca di Toscana, 1610-1670,(citato.)Medici, Mattias de', 1613-1667,(citato.)Chimentelli, Valerio, 1620-1668,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)Borelli, Giovanni Alfonso, 1608-1679,(citato.)Sacchetti, Urbano, 1640-1705,(citato.)Oliva, Antonio, 1624-1689,(citato.)",Notizie di libri,Molara Bruto (della) a Viviani Vincenzo,8/01/1661,Pisa,Firenze,Viviani Vincenzo,1661
Southwell Robert,"Tipologia: letteraIncipit: ""Sono adesse felicemente giunto a Augusta, undice giorni sono stato per la strada...""A c. 177v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 90, c. 176r-177v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Molara, Bruto della, 1639-1685,(citato.)Wiesel, Johann, 1583-1662,(citato.)Galilei, Galileo, 1564-1642,(citato.)",Notizie di libri,Southwell Robert a Viviani Vincenzo,9/10/1661,Augusta,Firenze,Viviani Vincenzo,1661
Southwell Robert,"Tipologia: letteraIncipit: ""Non posso fare altre che de continuare de dare fastidia a Vostra Signoria...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 91, c. 178r-179v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Boyle, Robert, 1627-1691,(citato.)Galilei, Galileo, 1564-1642,(citato.)Dati, Carlo Roberto, 1619-1676,(citato.)Molara, Bruto della, 1639-1685,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)Brown, Henry, sec. XVII,(citato.)",Notizie di libri,Southwell Robert a Viviani Vincenzo,18/01/1661,Roma,Firenze,Viviani Vincenzo,1661
Dati Carlo Roberto,"Tipologia: letteraIncipit: ""E' in Firenze il Padre Stefano de Angelis il quale presentemente stampa un Opuscolo della Cicloide...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 92, c. 180r<br/>
</td>","Wallis, John, 1616-1703,(citato.)Angeli, Stefano degli, 1623-1697,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Dati Carlo Roberto a Viviani Vincenzo,31/03/1661,,Firenze,Viviani Vincenzo,1661
Southwell Robert,"Tipologia: letteraIncipit: ""Adesse me trovo felicemente iuncto a Bologna, posso dire felicemente...""A c. 182v indirizzo e frammento di sigillo a ceralacca
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 93, c. 181r-182v<br/>
</td>","Molara, Bruto della, 1639-1685,(citato.)Manzini, Carlo Antonio, 1599-1677,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Southwell Robert a Viviani Vincenzo,9/04/1661,Bologna,Firenze,Viviani Vincenzo,1661
Barlow Thomas,"Tipologia: letteraIncipit: ""Literas Romae datas (IIII id. mart.) ab Amico tui iuxta emique amantissimo Domino Roberto Southwello...""A c. 184v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 94, c. 183r-184v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Archimedes, 287-212 a.C.,(citato.)Ptolemaeus, Claudius, ca. 100-178,(citato.)Galilei, Galileo, 1564-1642,(citato.)Southwell, Robert, 1635-1702,(citato.)Euclides, sec. III a.C.,(citato.)",Notizie di libri,Barlow Thomas a Viviani Vincenzo,17/05/1661,Oxford,Firenze,Viviani Vincenzo,1661
Galilei Cosimo,"Tipologia: letteraIncipit: ""L'accluso discorso d'un giovane molto erudito escito adesso in campagna...""A c. 186v nota di mano di Vincenzo Viviani: 7 giugno 1661
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 95, c. 185r-186v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Brembati, Ottavio, 1602-1671,(citato.)Titi, Placido, m. 1668,(citato.)Retano, Tommaso, sec. XVII,(citato.)Angeli, Stefano degli, 1623-1697,(citato.)",Notizie di libri,Galilei Cosimo a Viviani Vincenzo,7/06/1661,Bergamo,Firenze,Viviani Vincenzo,1661
Molara Bruto (della),"Tipologia: letteraIncipit: ""Mi ha Sua Altezza questa mattina nell'andare a San Lorenzo fatto dire al Signor Borelli...""A c. 188v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 96, c. 187r-188v<br/>
</td>","Southwell, Robert, 1635-1702,(citato.)Borelli, Giovanni Alfonso, 1608-1679,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,12/06/1661,,Firenze,Viviani Vincenzo,1661
Southwell Robert,"Tipologia: letteraIncipit: ""...de Galileo, uno è per il Signor Bruto e il suo costò una lira e mezzo...""Come osserva il Procissi, si tratta della continuazione della lettera del Southwell conservata in Gal. 161 c. 330r
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 97, c. 189r-190r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Galilei, Cosimo, 1636-1672,(citato.)Monconys, Balthasar de, 1611-1665,(citato.)Gelthoff, Marino, sec. XVII,(citato.)Molara, Bruto della, 1639-1685,(citato.)Galilei, Galileo, 1564-1642,(citato.)",Notizie di libri,Southwell Robert a Viviani Vincenzo,25/09/1661,Venezia,Firenze,Viviani Vincenzo,1661
Southwell Robert,"Tipologia: letteraIncipit: ""Sono finalmente arrivato a Bologna in bonissima salute e desidererei adesse vivamente...""A c. 192v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 98, c. 191r-192v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Fallon, Gregorio, sec. XVII,(citato.)Gibbes, James Alban, 1611-1677,(citato.)Sustermans, Justus, 1597-1681,(citato.)Spada, Bernardino, 1594-1661,(citato.)Neri, Antonio, 1576-1614,(citato.)Brown, Henry, sec. XVII,(citato.)Stanier, James, sec. XVII,(citato.)Riccioli, Giovanni Battista, 1598-1671,(citato.)",Notizie di libri,Southwell Robert a Viviani Vincenzo,1/08/1661,Bologna,Firenze,Viviani Vincenzo,1661
Cassini Giovanni Domenico,"Tipologia: letteraIncipit: ""Quando eramo insieme a veder Saturno, notai che non appariva più in Cielo la stella risorta nel petto del Cigno...""Indirizzo a c. 194
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 99, c. 193r-194v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Baliani, Giovanni Battista, 1582-1666,(citato.)Kepler, Johannes, 1571-1630,(citato.)Bayer, Johann, 1572-1625,(citato.)Galilei, Galileo, 1564-1642,(citato.)",Astrologia,Cassini Giovanni Domenico a Viviani Vincenzo,6/08/1661,Bologna,Firenze,Viviani Vincenzo,1661
Southwell Robert,"Tipologia: letteraIncipit: ""Da Bologna non mancai di testificar gli mei rispetti a Vostra Signoria diciarando (sic) anche...""A c. 196bv nota di mano del Viviani e indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 100, c. 195r-196v<br/>
</td>","Stanier, James, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)Monconys, Balthasar de, 1611-1665,(citato.)Molara, Bruto della, 1639-1685,(citato.)Settala, Manfredo, 1600-1680,(citato.)Brown, Henry, sec. XVII,(citato.)",Notizie di libri,Southwell Robert a Viviani Vincenzo,10/08/1661,Milano,Firenze,Viviani Vincenzo,1661
Angeli Stefano (degli),"Tipologia: letteraIncipit: ""La sera antecedente il mio partire da Firenze mi furono presentati due essemplari...""A c. 198v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 101, c. 197r-198v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Sluse, René François Walter de, 1622-1685,(citato.)Dati, Carlo Roberto, 1619-1676,(citato.)Torricelli, Evangelista, 1608-1647,(citato.)",Notizie di libri,Angeli Stefano (degli) a Viviani Vincenzo,26/08/1661,Venezia,Firenze,Viviani Vincenzo,1661
Bauguil Bernardin,"Tipologia: letteraIncipit: ""Havendo ricevuto la compitissima di Vostra Signoria dalli 20 Agosto, prima di rispondere...""A c. 199r nel margine superiore interno nota di mano del Viviani: Risposto a dì 13 giugno 1661 Roma. A c. 200v indirizzo e sigillo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 102, c. 199r-200v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Richard, Claude, 1589-1644,(citato.)Fabri, Honoré, 1607-1688,(citato.)Apollonius Pergaeus, 262-190 a.C.,(citato.)Bailio, Remondo, sec. XVII,(citato.)Fermat, Pierre de, 1601-1665,(citato.)Kircher, Athanasius, 1602-1680,(citato.)Laloubère, Antoine de, 1600-1664,(citato.)",Notizie di libri,Bauguil Bernardin a Viviani Vincenzo,3/09/1661,Roma,Firenze,Viviani Vincenzo,1661
Bauguil Bernardin,"Tipologia: letteraIncipit: ""Ho scritto a Vostra Signoria questo dì per mezzo del Reverendo Padre Remondo Bailio...""A c. 202v indirizzo e figure geometriche a penna
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 103, c. 201r-202v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Laloubère, Antoine de, 1600-1664,(citato.)Fermat, Pierre de, 1601-1665,(citato.)Bailio, Remondo, sec. XVII,(citato.)",Notizie di libri,Bauguil Bernardin a Viviani Vincenzo,3/09/1661,Roma,Firenze,Viviani Vincenzo,1661
Galilei Cosimo,"Tipologia: letteraIncipit: ""Da Cesare adirato appello a Cesare placato, ho tardato a tendere a Vostra Signoria...""Vasta lacuna nel margine inferiore delle 2 carte. A c. 204v nota di mano del Viviani: 10 settembre 1661 e indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 104, c. 203r-204v<br/>
</td>","Sagredo, Giovanni Francesco, 1571-1620,(citato.)Apollonius Pergaeus, 262-190 a.C.,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Galilei Cosimo a Viviani Vincenzo,10/09/1661,Venezia,Firenze,Viviani Vincenzo,1661
Molara Bruto (della),"Tipologia: letteraIncipit: ""Il non haver havuto avviso nessuno se gli sia capitata una mia con una inclusa di mio fratello...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 105, c. 205r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Carlotti, Bonaventura, sec. XVII,(citato.)Medici, Leopoldo de', 1617-1675,(citato.)Galilei, Galileo, 1564-1642,(citato.)",Notizie di libri,Molara Bruto (della) a Viviani Vincenzo,14/09/1661,Artimino,Firenze,Viviani Vincenzo,1661
Molara Bruto (della),"Tipologia: letteraIncipit: ""Do nuova a Vostra Signoria del nostro felicissimo arrivo e già habiamo cominciato a gustare...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 106, c. 206r<br/>
</td>","Archimedes, 287-212 a.C.,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,9/09/1661,Artimino,Firenze,Viviani Vincenzo,1661
Angeli Stefano (degli),"Tipologia: letteraIncipit: ""Il Padre Abbate Rettani non è mai retornato, si che non ho mai potuto servir V.S. M. I presentandoci il suo libro...""A c. 208v indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 107, c. 207r--208v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Wallis, John, 1616-1703,(citato.)Retano, Tommaso, sec. XVII,(citato.)Dati, Carlo Roberto, 1619-1676,(citato.)Combi & La Nou (casa editrice),(citato.)",Notizie di libri,Angeli Stefano (degli) a Viviani Vincenzo,10/12/1661,Venezia,Firenze,Viviani Vincenzo,1661
Galilei Cosimo,"Tipologia: letteraIncipit: ""Il Signor Falconieri venuto di Firenze mi ha fatto da parte di Vostra Signoria gagliarda instanza...""A c. 210r problema incluso nella lettera, di mano di Stefano Angeli. A c. 211v nota di mano del Viviani 15 dicembre 1661 e indirizzo
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '26291')"">Gal. 254  </a>  doc. 108, c. 209r-211v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Medici, Leopoldo de', 1617-1675,(citato.)Angeli, Stefano degli, 1623-1697,(citato.)Southwell, Robert, 1635-1702,(citato.)Falconieri, Ottavio, 1646-1676,(citato.)",Matematica,Galilei Cosimo a Viviani Vincenzo,15/10/1661,Venezia,Firenze,Viviani Vincenzo,1661
