Sender,Receiver,Date,Provenance,Destination,Subject,Cited names,Reference,Year,Incipit
Viviani Vincenzo,Ricci Michelangelo,21/06/1667,Firenze,Roma,Notizie di libri,"Pallavicino, Sforza, 1607-1667,(citato.)Rospigliosi,(citato.)Ricci, Michelangelo, 1619-1682,(destinatario.)","Gal. 158, doc. 115, c. 187r-v",1667,"""Quanto io mi contristai per la grave perdita fatta ...""AutografoMinuta
"
Dati Carlo Roberto e Viviani Vincenzo,Mayeuvre e Proin (ditta),28/06/1667,Firenze,Livorno,Argomenti privati,"Viviani, Vincenzo, 1622-1703,(mittente.)Simonet, Louis, sec. XVII,(citato.)La Planche, de, sec. XVII,(citato.)Mayeuvre e Proin (ditta),(destinatario.)","Gal. 158, doc. 116, c. 188r-v",1667,"""Dalle gentilissime di lor signori sentiamo l'accettazione della ...""AutografoA c. 188v messaggio di Carlo Dati al Viviani
"
Viviani Vincenzo e Dati Carlo Roberto,Mayeuvre e Proin (ditta),9/07/1667,Firenze,Livorno,Argomenti privati,"Dati, Carlo Roberto, 1619-1676,(mittente.)Tani, Giovanni Francesco, sec. XVII,(citato.)Buonaccorti,(citato.)La Planche, de, sec. XVII,(citato.)Simonet, Louis, sec. XVII,(citato.)Benvenuti, Andrea, sec. XVII,(citato.)Mayeuvre e Proin (ditta),(destinatario.)","Gal. 158, doc. 119, c. 189r-190r",1667,"""Con la gratissima di lor signori del 6 del corrente si sono ricevute...""AutografoA cc. 189r-190r vi sono anche alcune note di spese e appunti relativi alle lettere di cambio, di mano di Vincenzo Viviani
"
Viviani Vincenzo,Terresi Gherardo,9/07/1667,Firenze,Livorno,Argomenti privati,"Terresi, Gherardo, sec. XVII,(destinatario.)Mayeuvre e Proin (ditta),(citato.)","Gal. 158, doc. 120, c. 190v",1667,"""In questi giorni rimane terminato quel pagamento...""AutografoMinuta
"
Viviani Vincenzo,Dell'Ara Paolo,15/07/1667,Firenze,Parigi,Argomenti privati,"Chapelain, Jean, 1595-1674,(citato.)Dell'Ara, Paolo, sec. XVII,(destinatario.)","Gal. 158, doc. 121, c. 191r-v",1667,"""Eccomi a supplicare Vostra Signoria a compiacersi...""AutografoMinuta
"
Viviani Vincenzo,Southwell Robert,18/07/1667,Firenze,Londra,Notizie di libri,"Magalotti, Lorenzo, 1637-1712,(citato.)Moggi, Roberto, sec. XVII,(citato.)Molara, Bruto della, 1639-1685,(citato.)Medici, Leopoldo de', 1617-1675,(citato.)Del Rosso, Giovanni Andrea, sec. XVII,(citato.)Southwell, Robert, 1635-1702,(destinatario.)Chapelain, Jean, 1595-1674,(citato.)Falconieri, Paolo, 1638-1704,(citato.)Perresi, Francesco, sec. XVII,(citato.)","Gal. 158, doc. 122, c. 192r-194v",1667,"""Viene ad abitar costì per interessi di mercatura il signor Francesco Perresi fiorentino...""AutografoMinuta
"
Viviani Vincenzo,[non identificato],17/07/1667,Firenze,,Affari economici,,"Gal. 158, doc. 123, c. 195r-196r",1667,"""O la stima data a libro per libro di quella lettera inviatami da Vostra Signoria Illustrissima fu data a caso e d'arbitrio....""Autografo
"
Viviani Vincenzo,Marchetti Alessandro,20/07/1667,Firenze,Empoli,Argomenti privati,"Martini,(citato.)Marchetti, Alessandro, 1633-1714,(destinatario.)","Gal. 158, doc. 124, c. 197r",1667,"""Con molto mio dispiacere sentii gli avvisi de' replicati incomodi di Vostra Signoria...""Autografo
"
Viviani Vincenzo,Magalotti Lorenzo,6/12/1667,Firenze,Amsterdam,Argomenti privati,"Falconieri, Paolo, 1638-1704,(citato.)Marcellini, Carlo, ca. 1644-1713,(citato.)Magalotti, Lorenzo, 1637-1712,(destinatario.)","Gal. 158, doc. 125, c. 198r",1667,"""Se i debiti si pagassero con l'intenzione di non la cedere in prontezza e con puntualità...""AutografoMinuta
"
Viviani Vincenzo,Thevenot Melchisédec,17/11/1667,Firenze,Parigi,Argomenti privati,"Thévenot, Melchisédech, 1620-1680,(destinatario.)","Gal. 158, doc. 126, c. 199r-v",1667,"""E' verissimo che per l'antica servitù mia al qualificato merito di Vostra Signoria Illustrissima io so per persona...""AutografoMinuta. A c. 199v post scriptum
"
Viviani Vincenzo,Pizzichi Filizio,18/01/1669,Firenze,,Argomenti privati,"Pizzichi, Filizio, 1637-1705,(destinatario.)","Gal. 158, doc. 128, c. 201r",1669,"""Del mio modo di operare finora ell'à certo potuto conoscere ch'io non fui...""AutografoMinuta
"
Viviani Vincenzo,Molara Bruto (della),8/01/1669,Firenze,Pisa,Argomenti privati,"Bartolini, sec. XVII,(citato.)Pizzichi, Filizio, 1637-1705,(citato.)Molara, Bruto della, 1639-1685,(destinatario.)","Gal. 158, doc. 129, c. 202r-203v",1669,"""So che Vostra Signoria ormai sarà tediato in leggere tante sciocchezze...""AutografoMinuta
"
Viviani Vincenzo,Dati Carlo Roberto,24/01/1669,Firenze,Firenze,Notizie di libri,"Valerio, Luca, 1552-1618,(citato.)Dati, Carlo Roberto, 1619-1676,(destinatario.)","Gal. 158, doc. 130, c. 204r-205r",1669,"""La continuata occasione che io ho di pensare al grande sconcerto di quel mio importantissimo affare...""AutografoMinuta
"
Viviani Vincenzo,Bardi Ferdinando,26/01/1669,Firenze,,Argomenti privati,"Bardi, Ferdinando, 1610-1680,(destinatario.)","Gal. 158, doc. 131, c. 206r-207v",1669,"""Giorni sono passò a miglior vita la signora Sestilia Bocchineri già moglie del signor Vincenzo Galilei...""AutografoMinuta
"
Viviani Vincenzo,Marucelli Jacopo,12/02/1669,Firenze,Vienna,Notizie di libri,"Marucelli, Jacopo, sec. XVII,(destinatario.)Galilei Bocchineri, Sestilia, m. 1669,(citato.)De Stetten, Cristoforo, sec. XVII,(citato.)Della Torre, Filippo, sec. XVII,(citato.)Welser, Marcus, 1558-1614,(citato.)Galilei, Carlo, 1631-1675,(citato.)Galilei, Vincenzo, ca. 1520-1591,(citato.)Kepler, Johannes, 1571-1630,(citato.)Mastelli,(citato.)Hevelius, Johannes, 1611-1687,(citato.)","Gal. 158, doc. 132, c. 208r-209r",1669,"""Tardi rispondo alle favoritissime lettere di Vostra Signoria Illustrissima ma non già tardo sono stato a infinitamente gradirle...""AutografoMinuta
"
Viviani Vincenzo,Blondel François,15/02/1669,Firenze,Pisa,Notizie di libri,"Colbert, Jean Baptiste, 1619-1683,(citato.)Blondel, François, 1617-1686,(destinatario.)","Gal. 158, doc. 133, c. 210r-211v",1669,"""Molto opportunamente risolse Vostra Signoria Illustrissima di non scrivere all'Eccellentissimo signor Colbert intorno a quel suo particolare...""AutografoMinuta. Citato in Favaro, Amici XXIX 97
"
Viviani Vincenzo,Molara Bruto (della),19/02/1669,Firenze,,Argomenti privati,"Molara, Bruto della, 1639-1685,(destinatario.)Arrighetti, Andrea, 1592-1672,(citato.)Colbert, Jean Baptiste, 1619-1683,(citato.)Borelli, Giovanni Alfonso, 1608-1679,(citato.)Chimentelli, Valerio, 1620-1668,(citato.)Bardi, Carlo dei, sec. XVII,(citato.)","Gal. 158, doc. 134, c. 212r-213v",1669,"""Mi sia Iddio testimonio s'io dico o no di buon quore: in questo medesimo giorno ricevo due lettere...""AutografoMinuta
"
Viviani Vincenzo,Marucelli Giovanni Filippo,20/02/1669,Firenze,,Argomenti privati,"Marucelli, Giovan Filippo, 1628-1680,(destinatario.)Strozzi, Luigi, 1587-1670,(citato.)Colbert, Jean Baptiste, 1619-1683,(citato.)Chapelain, Jean, 1595-1674,(citato.)","Gal. 158, doc. 135, c. 214r",1669,"""Sarà senza dubbio giunto a notizia di Vostra Signoria Illustrissima che a me la continuazione de pregiatissimi onori...""Autografo
"
Viviani Vincenzo,Strozzi Luigi,21/02/1669,Firenze,,Argomenti privati,"Strozzi, Luigi, 1587-1670,(destinatario.)","Gal. 158, doc. 136, c. 215r",1669,"""Risolve il signor Dati che si deva aspettare a rispondere di quest'altro ordine doppo fatta la riscossione...""Autografo
"
Viviani Vincenzo,Chapelain Jean,28/02/1669,Firenze,Parigi,Argomenti privati,"Rabatta, Girolamo, sec. XVII,(citato.)Colbert, Jean Baptiste, 1619-1683,(citato.)Chapelain, Jean, 1595-1674,(destinatario.)","Gal. 158, doc. 137, c. 216r-v",1669,"""Continua Vostra Signoria Illustrissima a troppo cortesemente impegnarsi coll'Eccellentissimo Signor Colbert perché per sua mala sorte...""Autografo
"
Viviani Vincenzo,Colbert Jean Baptiste,28/02/1669,Firenze,Parigi,Argomenti privati,"Colbert, Jean Baptiste, 1619-1683,(destinatario.)","Gal. 158, doc. 138, c. 217r",1669,"""Grande invero et ammirabile Illustrissima et Eccellentissima Signoria è la generosità di cotesto glorioso monarca...""AutografoMinuta
"
Viviani Vincenzo,Lebesque Marainville (de),1/03/1669,Firenze,Parigi,Affari economici,"Colbert, Jean Baptiste, 1619-1683,(citato.)Strozzi, Luigi, 1587-1670,(citato.)Lebesque, Marainville de, sec. XVII,(destinatario.)","Gal. 158, doc. 139, c. 218r",1669,"""Ricevei con la gentilissima carta di Vostra Signoria Illustrissima del 22 gennaio prossimo passato la lettera di cambio...""Autografo
"
Viviani Vincenzo,Bocchineri Ascanio,22/03/1668,Firenze,Prato,Affari economici,"Galilei Bocchineri, Sestilia, m. 1669,(citato.)Bocchineri, Ascanio, m. 1670,(destinatario.)","Gal. 158, doc. 141, c. 220r-v",1668,"""Mi dicono questi...i quali hanno letto il testamento et il codicillo della signora Sestilia sorella di Vostra Signoria...""AutografoMinuta
"
Viviani Vincenzo,Marucelli Stefano,17/04/1668,Firenze,Roma,Argomenti privati,"Marucelli, Stefano, sec. XVII,(destinatario.)Strozzi, Luigi, 1587-1670,(citato.)Colbert, Jean Baptiste, 1619-1683,(citato.)Chapelain, Jean, 1595-1674,(citato.)","Gal. 158, doc. 142, c. 221r",1668,"""Sicome dall'amorevole protezione di Vostra Signoria Illustrissima come da unica per me origine ...""AutografoMinuta
"
Viviani Vincenzo,Falconieri Paolo,17/04/1668,Firenze,Roma,Notizie di libri,"Marucelli, Stefano, sec. XVII,(citato.)Falconieri, Paolo, 1638-1704,(destinatario.)","Gal. 158, doc. 143, c. 220v",1668,"""Servirà questa mia per significare a Vostra Signoria Illustrissima che per le reiterate grazie...""AutografoMinuta
"
Viviani Vincenzo,Colbert Jean Baptiste,20/04/1668,Firenze,Parigi,Argomenti privati,"Colbert, Jean Baptiste, 1619-1683,(destinatario.)","Gal. 158, doc. 144, c. 222r-v",1668,"""Che l'Eccellenza Vostra, come prudentissima intelligenza assistente i felici moti di cotesto cristianissimo cielo...""AutografoMinuta
"
Viviani Vincenzo,Chapelain Jean,20/04/1668,Firenze,Parigi,Argomenti privati,"Marucelli, Giovan Filippo, 1628-1680,(citato.)Chapelain, Jean, 1595-1674,(destinatario.)","Gal. 158, doc. 145, c. 223r-224v",1668,"""S'io deva desiderare frequente l'onore delle favoritissime lettere di Vostra Signoria Illustrissima giudichilo il mondo...""AutografoMinuta
"
Viviani Vincenzo,Le Menestrel Antoine,20/04/1668,Firenze,,Argomenti privati,"Le Menestrel, Antoine, sec. XVII,(destinatario.)Valenti, Romolo, sec. XVII,(citato.)Torrigiani, Carlo, sec. XVII,(citato.)Colbert, Jean Baptiste, 1619-1683,(citato.)","Gal. 158, doc. 146, c. 225r-v",1668,"""Non m'è nuovo il godimento che sente Vostra Signoria Illustrissima nell'aver di nuovo e si spesso ad effettuare le generose...""AutografoMinuta
"
Viviani Vincenzo,Magalotti Lorenzo,28/06/1668,Firenze,Parigi,Argomenti privati,"Colbert, Jean Baptiste, 1619-1683,(citato.)Chapelain, Jean, 1595-1674,(citato.)Magalotti, Lorenzo, 1637-1712,(destinatario.)","Gal. 158, doc. 147, c. 226r-227v",1668,"""Finalmente sappia e risappia tra gli amici d'oro finissimio senza punto lega...""AutografoMinuta
"
Viviani Vincenzo,Chapelain Jean,28/06/1668,Firenze,Parigi,Argomenti privati,"Magalotti, Lorenzo, 1637-1712,(citato.)Chapelain, Jean, 1595-1674,(destinatario.)","Gal. 158, doc. 148, c. 228r",1668,"""All'ultima di Vostra Signoria Illustrissima piena al solito di amorevoli espressioni del suo incomparabile affetto...""AutografoMinuta
"
Viviani Vincenzo,Viviani Francesco,9/07/1668,Sarteano,Firenze,Argomenti privati,"Viviani, Francesco, sec. XVII,(destinatario.)Viviani, Alamanno, m. post 1671,(citato.)Molara, Bruto della, 1639-1685,(citato.)Capponi, Andrea, sec. XVII,(citato.)","Gal. 158, doc. 149, c. 229r-v",1668,"""Dal signor Molara mio signore sento con mio despetto che non stiate interamente bene e vorrei da Vostra Signoria avere qualche ragguaglio...""
"
Viviani Vincenzo,Strozzi Luigi,26/07/1668,Firenze,,Misure e pesi,"Strozzi, Luigi, 1587-1670,(destinatario.)Errard, Jean, 1554-1610,(citato.)","Gal. 158, doc. 151, c. 231r-232r",1668,"""Il piede regio parigino secondo la misura ch'io ne ho su le fortificaziuoni stampate di Errard de Bar...""AutografoA c. 232v ancora delle note sulla misura ""piede parigino"" in data 15 ottobre 1668
"
Viviani Vincenzo,Magalotti Lorenzo,27/07/1668,Firenze,Parigi,Misure e pesi,"Magalotti, Lorenzo, 1637-1712,(destinatario.)","Gal. 158, doc. 152, c. 233r-234r",1668,"""L'ultima di Vostra Signoria de 6 stante non aspetta risposta in Parigi se le riuscirà di partire ai primi giorni del prossimo Agosto...""Autografo
"
Viviani Vincenzo,Strozzi Luigi,22/08/1668,Firenze,,Notizie di libri,"Southwell, Robert, 1635-1702,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)Strozzi, Luigi, 1587-1670,(destinatario.)","Gal. 158, doc. 153, c. 235r-v",1668,"""Per malattia del copiatore è convenuto abusare della cortesia di Vostra Signoria Illustrissima...""AutografoMinuta
"
Viviani Vincenzo,Chimentelli Valerio,15/09/1668,Firenze,,Notizie di libri,"Chimentelli, Valerio, 1620-1668,(destinatario.)","Gal. 158, doc. 154, c. 236r-v",1668,"""Ho tardato a dar risposta al penultimo favorito biglietto di Vostra Signoria mio signore perché stando su la pratica...""AutografoMinuta
"
Viviani Vincenzo,Chimentelli Valerio,19/09/1668,Firenze,,Strumenti,"Chimentelli, Valerio, 1620-1668,(destinatario.)Mariani, Jacopo, sec. XVII,(citato.)","Gal. 158, doc. 155, c. 237r-v",1668,"""Una grave flussion di testa congiunta con raucedine mi fa astenere di venire a godere e servire Vostra Signoria ma questa sorta di infreddatura...""Autografo
"
Viviani Vincenzo,Southwell Robert,1/09/1668,Firenze,Lisbona,Argomenti privati,"Magalotti, Lorenzo, 1637-1712,(citato.)Southwell, Robert, 1635-1702,(destinatario.)","Gal. 158, doc. 157, c. 239r-v",1668,"""Dal nostro gentilissimo signor Lorenzo Magalotti sarà presentata in propria mano a Vostra Signoria...""Autografo
"
Viviani Vincenzo,Combi & La Nou (casa editrice),17/11/1668,Firenze,Venezia,Notizie di libri,"Combi & La Nou (casa editrice),(destinatario.)","Gal. 158, doc. 158, c. 240r-v",1668,"""Subito, benché tardi, ch'io intesi l'arrivo qua di uno di lor signori feci diligenza di intender...""Autografo
"
Viviani Vincenzo,Lapi Michelangelo,15/12/1668,Firenze,Roma,Argomenti privati,"Lapi, Michelangelo, sec. XVII,(destinatario.)Bartolommei, Mattia Maria de', 1640-1695,(citato.)Viviani, Anna, sec. XVII,(citato.)Romena, Francesco, sec. XVII,(citato.)","Gal. 158, doc. 159, c. 241r-v",1668,"""La convenienza e il debito d'affinità vuole ch'io dia parte a Vostra Signoria come al mio ritorno dalle Chiane...""Minuta
"
Viviani Vincenzo,Combi & La Nou (casa editrice),22/12/1668,Firenze,Venezia,Affari economici,"Combi & La Nou (casa editrice),(destinatario.)","Gal. 158, doc. 160, c. 242r",1668,"""Ricevei la nota co' prezzi ma non risposi subito perché quell'ordinazione mi convenne...""Autografo
"
Viviani Vincenzo,Combi & La Nou (casa editrice),5/01/1669,Firenze,Venezia,Notizie di libri,"Kepler, Johannes, 1571-1630,(citato.)Benucci, Giulio, sec. XVII,(citato.)Combi & La Nou (casa editrice),(destinatario.)","Gal. 158, doc. 161, c. 242v-243r",1669,"""Ricevei hieri il fagotto libri secondo la nota inviatami dalle Vostre Signorie con lor lettere...""Autografo
"
Viviani Vincenzo,Molara Bruto (della),27/12/1668,Firenze,,Esperimenti,"Bellincioni,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)Bartolini, sec. XVII,(citato.)Forzoni Accolti, Pietro Andrea, 1639-1719,(citato.)Molara, Bruto della, 1639-1685,(destinatario.)Pizzichi, Filizio, 1637-1705,(citato.)","Gal. 158, doc. 162, c. 244r-245v",1668,"""In questo punto è partito da me un tal signor Bartolini prete...""Autografo
"
Viviani Vincenzo,Rossetti Donato,26/01/1670,Firenze,Pisa,Argomenti privati,"Rossetti, Donato, 1633-1686,(destinatario.)","Gal. 158, doc. 163, c. 246r",1670,"""I pari di Vostra Signoria Eccellentissima fattisi ormai noti al mondo con l'opera di alto grido...""AutografoMinuta
"
Viviani Vincenzo,Molara Bruto (della),26/01/1670,Firenze,,Suppliche,"Rossetti, Donato, 1633-1686,(citato.)Molara, Bruto della, 1639-1685,(destinatario.)","Gal. 158, doc. 164, c. 246v-147r",1670,"""Troppo gran torto parrebbemi di fare al buon gusto di Vostra Signoria Illustrissima s'io pretendessi...""AutografoMinuta
"
Viviani Vincenzo,Ricasoli Baroni Giovanni,2/04/1669,Firenze,,Argomenti privati,"Ricasoli Baroni, Giovanni, sec. XVI-XVII,(destinatario.)","Gal. 158, doc. 165, c. 248r-v",1669,"""In ordine a cenni di Vostra Signoria illustrissima et Eccellentissima ho riconosciuto le mura della città di Firenze...""AutografoMinuta
"
Viviani Vincenzo,Dati Carlo Roberto,7/04/1669,Firenze,,Argomenti privati,"Bettini, Mario, 1582-1657,(citato.)Dati, Carlo Roberto, 1619-1676,(destinatario.)","Gal. 158, doc. 166, c. 249r",1669,"""Questo è quel vino d'Artiminio tanto celebrato a Vostra Signoria dal Michele Agnolo de' Bevitori...""AutografoMinuta
"
Viviani Vincenzo,Molara Bruto (della),17/04/1669,Firenze,,Suppliche,"Molara, Bruto della, 1639-1685,(destinatario.)Rucellai, Orazio, 1614-1674,(citato.)Mazzei, Raffaello, sec.XVII,(citato.)Altoviti, Andrea, sec. XVII,(citato.)","Gal. 158, doc. 167, c. 250r-v",1669,"""Il signor Raffaello Mazzei renderà questa mia al Padron mio e intende di passarsene a Roma...""AutografoMinuta
"
Viviani Vincenzo,Fiorini Alessandro,5/05/1669,Firenze,,Argomenti privati,"Fiorini, Alessandro, sec. XVII,(destinatario.)","Gal. 158, doc. 168, c. 251r",1669,"""Ricevei con le due chiavi la completissima lettera della quale vivamente le rendo grazie...""AutografoMinuta
"
Viviani Vincenzo,Viviani Francesco,6/05/1669,Poggio a Caiano,Firenze,Argomenti privati,"Galilei, Cosimo, 1636-1672,(citato.)Molara, Bruto della, 1639-1685,(citato.)Viviani, Francesco, sec. XVII,(destinatario.)","Gal. 158, doc. 169, c. 252r-253v",1669,"""Credo certo che di qua mi sbrigherò presto ma in caso che io tardassi più del bisogno vi mando l'incluso...""Autografo
"
Viviani Vincenzo,Ricci Michelangelo,28/05/1669,Firenze,Roma,Notizie di libri,"Ricci, Michelangelo, 1619-1682,(destinatario.)Falconieri, Paolo, 1638-1704,(citato.)Bodenhausen, Rudolf Christian von, ca. 1640-1698,(citato.)Berni,(citato.)","Gal. 158, doc. 170, c. 254r-v",1669,"""La cassetta de libri che Vostra Signoria Illustrissima consegnò alla condotta del Berni..""AutografoMinuta
"
Viviani Vincenzo,Magalotti Lorenzo,19/07/1669,Firenze,Parigi,Argomenti privati,"Magalotti, Lorenzo, 1637-1712,(destinatario.)","Gal. 158, doc. 171, c. 255r-v",1669,"""Di quanto travaglio mi fosse l'avviso della malattia di Vostra Signoria da Londra...""AutografoMinuta
"
Viviani Vincenzo,Falconieri Paolo,19/07/1669,Firenze,Parigi,Notizie di libri,"Falconieri, Paolo, 1638-1704,(destinatario.)Magalotti, Lorenzo, 1637-1712,(citato.)","Gal. 158, doc. 172, c. 256r-v",1669,"""Dell'amore del signor Paolo mio riverito signore non ebbi mai cagione di dubitare ma bensì evidenti riprove...""AutografoMinuta
"
Viviani Vincenzo,[non identificato],29/07/1669,Firenze,,Notizie di libri,"Marcellini, Carlo, ca. 1644-1713,(citato.)","Gal. 158, doc. 173, c. 257r-263r",1669,"""Il mio trattare è da re, anzi è da me che non fo altra professione che di trattar da Uomo d'onore ...""AutografoMinuta
"
Viviani Vincenzo,[non identificato],30/07/1669,Firenze,,Notizie di libri,,"Gal. 158, doc. 174, c. 264r-v",1669,"""Non tenendo scrittura di dare e avere o in altra forma io mi serbai le lettere di Vostra Signoria...""AutografoMinuta
"
Viviani Vincenzo,Gherardi,31/07/1669,Firenze,,Argomenti privati,"Pompei, Giovanni, sec. XVII,(citato.)Gherardi, sec. XVII,(destinatario.)","Gal. 158, doc. 175, c. 265r-266r",1669,"""L'uno e l'altro de modi sovvenuti alla accurata vigilanza del signor dottor Giovanni Pompei...""AutografoMinuta
"
Viviani Vincenzo,Magalotti Lorenzo,30/08/1669,Firenze,Parigi,Argomenti privati,"Redi, sec. XVII,(citato.)Magalotti, Lorenzo, 1637-1712,(destinatario.)","Gal. 158, doc. 176, c. 267r-v",1669,"""Vedo con quanto amoroso zelo la bontà di Vostra Signoria nonstante le sue proprie indisposizioni...""AutografoMinuta
"
Viviani Vincenzo,Boccone Paolo,23/12/1669,Firenze,,Argomenti privati,"Boccone, Paolo, 1633-1704,(destinatario.)","Gal. 158, doc. 177, c. 268r-269v",1669,"""Il tempo mi è mancato, onde non ho potuto far altro che l'inclusa per Vostra Signoria...""AutografoIndirizzo a c. 269v
"
Viviani Vincenzo,Ricci Michelangelo,27/01/1671,Firenze,Roma,Notizie di libri,"Ricci, Michelangelo, 1619-1682,(destinatario.)","Gal. 158, doc. 178, c. 270r",1671,"""Già che con tutte le mie protestazioni e preghiere non so por freno all'impaziente cortesia...""AutografoMinuta. A c. 271r una cambiale del 15 febbraio 1670 di Nicolò Cortesia e Giorgio Benzone e la ricevuta di riscossione del 27 marzo 1670
"
Viviani Vincenzo,Herbelot Barthélemy (d'),20/02/1671,Firenze,Parigi,Argomenti privati,"Herbelot, Barthélemy d', 1625-1695,(destinatario.)","Gal. 158, doc. 179, c. 272r-v",1671,"""Eccomi ad interromper con indiscreta maniera le sempre virtuose occupazioni di Vostra Signoria Illustrissima...""AutografoMinuta
"
Viviani Vincenzo,Bartholin Erasmus,10/03/1671,Firenze,Copenhagen,Notizie di libri,"Bartholin, Rasmus, 1625-1698,(destinatario.)Della Torre, Filippo, sec. XVII,(citato.)Steensen, Niels, 1638-1686,(citato.)Perrault, Charles, 1628-1703,(citato.)Scavenius, Peder Lauridsen, 1623-1685,(citato.)Foss, Laurits, 1637-1703,(citato.)","Gal. 158, doc. 180, c. 273r-v",1671,"""L'ottima congiuntura che mi si presenta del iocondissimo e gentilissimo signor dottor Lorenzo Fos...""AutografoMinuta
"
Viviani Vincenzo,Ricci Michelangelo,14/03/1671,Firenze,Roma,Notizie di libri,"Foss, Laurits, 1637-1703,(citato.)Carlieri, Jacopo, sec. XVII,(citato.)Ricci, Michelangelo, 1619-1682,(destinatario.)","Gal. 158, doc. 181, c. 274r-v",1671,"""Monsù Iacopo Carlieri, che presenta questa mia a Vostra Signoria Illustrissima...""AutografoMinuta
"
Viviani Vincenzo,Brizzelli Eligio,22/03/1671,Firenze,,Argomenti privati,"Brizzelli, Eligio, sec. XVII,(destinatario.)","Gal. 158, doc. 182, c. 275r",1671,"""Vostra Signoria mi dia qualche nuova a che segno siano quei disegni perché la fabbrica...""AutografoSulla stessa carta risposta di Eligio Brizzelli ""Signor Vincenzio il Diavolo mi ha bastonato poiché doppo aver finito..."" A c. 276v indirizzo
"
Viviani Vincenzo,Marchetti Alessandro,25/03/1670,Firenze,,Argomenti privati,"Marchetti, Alessandro, 1633-1714,(destinatario.)","Gal. 158, doc. 183, c. 277r",1670,"""I favori di Vostra Signoria mi saranno sempre graditissimi et ora per allora ne rendo a lei grazie...""AutografoMinuta
"
Viviani Vincenzo,Chapelain Jean,27/03/1670,Firenze,Parigi,Argomenti privati,"Chapelain, Jean, 1595-1674,(destinatario.)","Gal. 158, doc. 184, c. 278r",1670,"""Con tutto che in questo giorno io abbia ricevuto il donativo regio...""AutografoMinuta
"
Viviani Vincenzo,Marucelli Giovanni Filippo,1/04/1670,Firenze,Roma,Notizie di libri,"Colbert, Jean Baptiste, 1619-1683,(citato.)Marucelli, Giovan Filippo, 1628-1680,(destinatario.)","Gal. 158, doc. 185, c. 279r-v",1670,"""Fra gli avvisi che io sono in obligo di dare a Vostra Signoria Illustrissima io mi farò da quello che senza dubbio le sarà di maggior contentezza...""AutografoMinuta
"
Viviani Vincenzo,Chapelain Jean,4/04/1670,Firenze,Parigi,Notizie di libri,"Chapelain, Jean, 1595-1674,(destinatario.)Perrault, Charles, 1628-1703,(citato.)Dell'Ara, Paolo, sec. XVII,(citato.)Colbert, Jean Baptiste, 1619-1683,(citato.)","Gal. 158, doc. 186, c. 280r-281v",1670,"""Prima di eccitarmi la compassione dio Vostra Signoria Illustrissima voglio consolarla...""AutografoMinuta
"
Viviani Vincenzo,Colbert Jean Baptiste,4/04/1670,Firenze,Parigi,Argomenti privati,"Colbert, Jean Baptiste, 1619-1683,(destinatario.)","Gal. 158, doc. 187, c. 282r-v",1670,"""Se da i replicati effetti della singolar eminenza e magnanimità di Vostra Eminenza io non vedessi...""Autografo
"
Viviani Vincenzo,Viviani Francesco,6/04/1670,Pisa,Firenze,Argomenti privati,"Guidetti, Tommaso, sec. XVII,(citato.)Fantucci,(citato.)Viviani, Francesco, sec. XVII,(destinatario.)","Gal. 158, doc. 188, c. 283r-284v",1670,"""Arrivai hieri a 16 ore in Pisa sano e salvo per la Dio Grazia...""AutografoIndirizzo a c. 284v
"
Viviani Vincenzo,Viviani Francesco,12/04/1670,Bella Vista,Firenze,Argomenti privati,"Viviani, Francesco, sec. XVII,(destinatario.)Borromei, Francesco Maria, sec. XVII,(citato.)Molara, Bruto della, 1639-1685,(citato.)Viviani, Anna, sec. XVII,(citato.)Cavalieri, Bonaventura, 1598-1647,(citato.)","Gal. 158, doc. 189, c. 285r-286v",1670,"""Mandate quanto prima l'inclusa alla posta. Trovate domestico del signor Molara e intendete da lui ...""AutografoIndirizzo a c. 286v
"
Viviani Vincenzo,Buragna Carlo,29/04/1670,Firenze,Napoli,Notizie di libri,"Buragna, Carlo, 1634-1679,(destinatario.)Monforte, Antonio, 1644-1717,(citato.)Galilei, Galileo, 1564-1642,(citato.)Falconieri, Paolo, 1638-1704,(citato.)","Gal. 158, doc. 190, c. 287r-v",1670,"""Con prezzo invero troppo eccedente ricompensò Vostra Signoria Illustrissima quella povera dimostrazione...""AutografoMinuta
"
Viviani Vincenzo,Viviani Luigi,17/05/1670,Firenze,,Affari economici,"Piaceri, Santi, sec. XVII,(citato.)Piaceri, Margherita, sec. XVII,(citato.)Viviani, Luigi, sec. XVII,(destinatario.)","Gal. 158, doc. 191, c. 288r-289v",1670,"""Ho consegnato la Margherita Piaceri mia serva appresso Mattio di Santi Piaceri...""AutografoA c. 288r la notazione ""Copia ritenutami appresso"". A c. 289v alcune ricevute. Alle cc. 292r-292v la lettera originale, indirizzo e sigillo a secco a c. 293v e la nota a c. 292r ""Ricevuta della Margherita serva...fatta dentro questa mia lettera che mi ha reso il signor Luigi Viviani"": si riferisce alla scrittura di c. 293r, che è appunto la ricevuta della domestica Margherita
"
