Expéditeur,Notes,References,Noms cités,Sujet,Titre,Date,Provenance,Destination,Destinataire,Year
Southwell Robert,"Incipit: ""Non posso mai con bastanza d'affetto e d'honore esprimere la gratitudine ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 153, c. 289r-290r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Southwell Robert a Viviani Vincenzo,17/01/1661,Roma,Firenze,Viviani Vincenzo,1661
Molara Bruto (della),"Incipit: ""Hò ricevuto le stanghe, la cifra si come ancora ricevei i modi per la meridiana ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 154, c. 291r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Strumenti,Molara Bruto (della) a Viviani Vincenzo,18/01/1661,Pisa,Firenze,Viviani Vincenzo,1661
Serenai Lodovico,"Incipit: ""Se Vostra Signoria m'ha burlato mostrando piacerle questo mio vino ...""Il Viviani ha annotato sotto la ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 155, c. 292r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Serenai Lodovico a Viviani Vincenzo,21/01/1661,Unidentified,Firenze,Viviani Vincenzo,1661
Micalori Giovanni Battista,"Incipit: ""Ho ricevuto un libro della bellissima opera di Vostra Signoria ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 156, c. 294r<br/>
</td>","Commandino, Federico, 1509-1575,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Micalori Giovanni Battista a Viviani Vincenzo,24/01/1661,Urbino,Firenze,Viviani Vincenzo,1661
Serni Pompeo,"Incipit: ""Io ho tardato a rispondere a Vostra Signoria circa l'obedienza desiderata ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 157, c. 296r<br/>
</td>","Lapi, Michelangelo, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Serni Pompeo a Viviani Vincenzo,19/02/1661,Roma,Firenze,Viviani Vincenzo,1661
Southwell Robert,"Incipit: ""Non posso dire, con quanto obligatione legi quel ultima de Vostra Signoria ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 158, c. 298r-299v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Southwell Robert a Viviani Vincenzo,19/02/1661,Roma,Firenze,Viviani Vincenzo,1661
Southwell Robert,"Incipit: ""Sabatto passato mandai una ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 159, c. 300r-301r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Euclides, sec. III a.C.,(citato.)Archimedes, 287-212 a.C.,(citato.)Apollonius Pergaeus, 262-190 a.C.,(citato.)",Lettere di argomento scientifico,Southwell Robert a Viviani Vincenzo,21/02/1661,Roma,Firenze,Viviani Vincenzo,1661
Southwell Robert,"Incipit: ""Ho ricevuto due delle Sue, per la prima vido come sono stato ingannato ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 160, c. 302r-v<br/>
</td>","Ricci, Michelangelo, 1619-1682,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Southwell Robert a Viviani Vincenzo,4/02/1661,Roma,Firenze,Viviani Vincenzo,1661
Southwell Robert,"Incipit: ""Le Sue due ultime me sono iunte; e me monstrano continuamente ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 161, c. 304r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Molara, Bruto della, 1639-1685,(citato.)Magalotti, Lorenzo, 1637-1712,(citato.)Dati, Carlo Roberto, 1619-1676,(citato.)",Argomenti privati,Southwell Robert a Viviani Vincenzo,7/03/1661,Roma,Firenze,Viviani Vincenzo,1661
Southwell Robert,"Incipit: ""Vostra Signoria può ben credere che sia partito da Roma, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 162, c. 306r-307v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Ricci, Michelangelo, 1619-1682,(citato.)Boyle, Robert, 1627-1691,(citato.)Fabri, Honoré, 1607-1688,(citato.)",Lettere di argomento scientifico,Southwell Robert a Viviani Vincenzo,18/03/1661,Roma,Firenze,Viviani Vincenzo,1661
Tomansi Leopoldo,"Incipit: ""Io ho ricevuto con l'amorevolissima di Vostra Signoria l'avviso di quanto ella desidera, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 163, c. 308r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Tomansi Leopoldo a Viviani Vincenzo,31/03/1661,Livorno,Firenze,Viviani Vincenzo,1661
Combi & La Nou (casa editrice),"Incipit: ""Vero è che dall'illustrissimo Signor Carlo Dati havessimo notitia d'una Sua opera publicata ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 164, c. 310r<br/>
</td>","Dati, Carlo Roberto, 1619-1676,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Combi & La Nou (casa editrice) a Viviani Vincenzo,9/04/1661,Venezia,Firenze,Viviani Vincenzo,1661
Kircher Athanasius,"Incipit: ""Summa animi mei voluptate nec minori admiratione legi ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 165, c. 312r<br/>
</td>","Plato, 427-347 a.C.,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Kircher Athanasius a Viviani Vincenzo,16/04/1661,Roma,Firenze,Viviani Vincenzo,1661
Fallon Gregorio,"Incipit: ""La mia grave indispo[si]tione non mi permette ch'io respondesse ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 166, c. 314r<br/>
</td>","Southwell, Robert, 1635-1702,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Fallon Gregorio a Viviani Vincenzo,16/04/1661,Bologna,Firenze,Viviani Vincenzo,1661
Tomansi Leopoldo,"Incipit: ""Il Serenissimo Padrone mi ha comandato, che con questa mia io venga ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 167, c. 316r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Ferdinando II, granduca di Toscana, 1610-1670,(citato.)",Argomenti privati,Tomansi Leopoldo a Viviani Vincenzo,30/06/1661,Unidentified,Firenze,Viviani Vincenzo,1661
Riccioli Giovanni Battista,"Incipit: ""Hieri l'altro ricevei dal Signor Roberto Southwello il dottissimo libro ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 168, c. 318r<br/>
</td>","Southwell, Robert, 1635-1702,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Riccioli Giovanni Battista a Viviani Vincenzo,4/08/1661,Bologna,Firenze,Viviani Vincenzo,1661
Southwell Robert,"Incipit: ""Finisco adesso de videre la città de Turino come anchor la Corte, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 169, c. 320r<br/>
</td>","Molara, Bruto della, 1639-1685,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Southwell Robert a Viviani Vincenzo,22/08/1661,Torino,Firenze,Viviani Vincenzo,1661
Manzini Carlo Antonio,"Incipit: ""Fui, non sò quanti giorni sono, dal Signor Ruberto Sanduel ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 170, c. 322r-v<br/>
</td>","Southwell, Robert, 1635-1702,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Manzini Carlo Antonio a Viviani Vincenzo,6/09/1661,Bologna,Firenze,Viviani Vincenzo,1661
Monconys Balthasar (de),"Incipit: ""Confesso che tutte le mie scuse sono vane e liggiere ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 171, c. 324r-325r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Monconys Balthasar (de) a Viviani Vincenzo,9/09/1661,Parigi,Firenze,Viviani Vincenzo,1661
Brown Henry e Mellish Henry,"Incipit: ""Dua gratissime di Vostra Signoria ci trovammo per risposta ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 172, c. 326r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Mellish, Henry, sec. XVII,(mittente.)",Notizie di libri,Brown Henry e Mellish Henry a Viviani Vincenzo,22/09/1661,Livorno,Firenze,Viviani Vincenzo,1661
Galilei Cosimo,"Incipit: ""Scritto che io ebbi a Padova, et a vicenza, per aver notizia ...""Pubbl. in: A. Favaro, Documenti inediti per la storia dei manoscritti galileiani, in Bullettino di  bibliografia e di storia delle scienze matematiche e fisiche, XVIII (1885), p. 159-161, n. 42
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 173, c. 328r-329r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Southwell, Robert, 1635-1702,(citato.)Galilei Bocchineri, Sestilia, m. 1669,(citato.)Gregorio Barbarigo, santo, 1625-1697,(citato.)",Argomenti privati,Galilei Cosimo a Viviani Vincenzo,24/09/1661,Venezia,Firenze,Viviani Vincenzo,1661
Southwell Robert,"Incipit: ""So bene che Vostra Signoria resterà con gran maravilia ...""La ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 174, c. 330r-331r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Galilei, Galileo, 1564-1642,(citato.)Gregorio Barbarigo, santo, 1625-1697,(citato.)Galilei, Cosimo, 1636-1672,(citato.)Angeli, Stefano degli, 1623-1697,(citato.)",Notizie di libri,Southwell Robert a Viviani Vincenzo,25/09/1661,Venezia,Firenze,Viviani Vincenzo,1661
Michelini Famiano,"Incipit: ""Temo di non esser troppo importuno alla cortesia di Vostra Signoria ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 175, c. 332r-v<br/>
</td>","Medici, Leopoldo de', 1617-1675,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Michelini Famiano a Viviani Vincenzo,18/10/1661,Unidentified,Firenze,Viviani Vincenzo,1661
Incontri Lodovico,"Incipit: ""Mi pare d'havere a memoria, che il Signore Galileo in una delle sue opere ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 176, c. 333r<br/>
</td>","Galilei, Galileo, 1564-1642,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Lettere di argomento scientifico,Incontri Lodovico a Viviani Vincenzo,25/10/1661,Unidentified,Firenze,Viviani Vincenzo,1661
Fallon Gregorio,"Incipit: ""Al instante ho ricevuto l'inclusa dal Signor Southwel da Praga, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 177, c. 335r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Southwell, Robert, 1635-1702,(citato.)",Argomenti privati,Fallon Gregorio a Viviani Vincenzo,6/11/1661,Bologna,Firenze,Viviani Vincenzo,1661
Galilei Cosimo,"Incipit: ""Il Signor Roberto dopo aver per pochi giorni gustato Venezia, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 178, c. 337r-v<br/>
</td>","Southwell, Robert, 1635-1702,(citato.)Gregorio Barbarigo, santo, 1625-1697,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Galilei Cosimo a Viviani Vincenzo,8/12/1661,Venezia,Firenze,Viviani Vincenzo,1661
Tozzi Lorenzo,"Incipit: ""Quelle prosperità, che quotidianamente sono da me con tutto l'animo bramate a Vostra Signoria, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 179, c. 339r-340r<br/>
</td>","Orsacchi, Pietro Lorenzo, sec. XVII,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Lettere di argomento scientifico,Tozzi Lorenzo a Viviani Vincenzo,18/12/1661,Pisa,Firenze,Viviani Vincenzo,1661
Chimentelli Valerio,"Incipit: ""Che s'immagina Vostra Signoria che io desideri dal mio Signor ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 180, c. 341r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Magalotti, Lorenzo, 1637-1712,(citato.)Del Cherico, Giovanni, sec. XVII,(citato.)Dati, Carlo Roberto, 1619-1676,(citato.)Arrighetti, Andrea, 1592-1672,(citato.)",Suppliche,Chimentelli Valerio a Viviani Vincenzo,21/12/1661,Pisa,Firenze,Viviani Vincenzo,1661
Molara Bruto (della),"Incipit: ""L'haver io sentito dal Signor Ugolini che Vostra Signoria non si trovava in Firenze ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 181, c. 343r-344v<br/>
</td>","Ugolini, Niccolò, m. 1662.Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,31/12/1661,Pisa,Firenze,Viviani Vincenzo,1661
Molara Riccardo,"Incipit: ""Si mandano a Vostra Signoria otto gallinacci grossissimi, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 182, c. 345r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Riccardo a Viviani Vincenzo,3/01/1662,Forlì,Firenze,Viviani Vincenzo,1662
Molara Bruto (della),"Incipit: ""Credo vi sarete maravigliato per il mio silenzio ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 183, c. 346r-347v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,6/01/1662,Pisa,Firenze,Viviani Vincenzo,1662
Molara Bruto (della),"Incipit: ""Da uno di quei mastri di Lucca hò io ricevuta una sua, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 184, c. 348r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Darponi, sec. XVII,(citato.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,10/01/1662,Pisa,Firenze,Viviani Vincenzo,1662
Molara Bruto (della),"Incipit: ""Insomma veggo il caso disperato, che ci abiamo da rivedere ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 185, c. 350r-351v<br/>
</td>","Gradi,(citato.)Ferdinando II, granduca di Toscana, 1610-1670,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,13/01/1662,Pisa,Firenze,Viviani Vincenzo,1662
Molara Bruto (della),"Incipit: ""Sempre con le mie nova della disperanza di rivederci ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 186, c. 352r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Finch, John, 1626-1682,(citato.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,22/01/1662,Pisa,Firenze,Viviani Vincenzo,1662
Molara Bruto (della),"Incipit: ""Sempre più mi si dispera il caso d'avervi a rivedere ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 187, c. 354r-355v<br/>
</td>","Gradi,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,28/01/1662,Pisa,Firenze,Viviani Vincenzo,1662
Incontri Ferdinando,"Incipit: ""Hò detto a Monsignore mio fratello, che Vostra Signoria volentieri andrebbe seco ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 188, c. 356r<br/>
</td>","Michelini, Famiano, 1604-1665,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Incontri Ferdinando a Viviani Vincenzo,22/01/1662,Unidentified,Firenze,Viviani Vincenzo,1662
Molara Bruto (della),"Incipit: ""O che siate benedetto voi, e la vostra ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 189, c. 358r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,27/01/1662,Pisa,Firenze,Viviani Vincenzo,1662
Molara Bruto (della),"Incipit: ""Rispondo alla sua di poche parole. Circa i gallinacci, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 190, c. 360r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,23/01/1662,Pisa,Firenze,Viviani Vincenzo,1662
Southwell Robert,"Incipit: ""Mi pare d'esser passato un seculo che non hò havuto il raguallio ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 191, c. 362r-363v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Ferdinando II, granduca di Toscana, 1610-1670,(citato.)Blaeu, Joan, 1596-1673,(citato.)Boni, Francesco, sec. XVII,(citato.)Della Torre, Filippo, sec. XVII,(citato.)Ferroni,(citato.)Golius, Jacobus, 1596-1667,(citato.)Medici, Leopoldo de', 1617-1675,(citato.)Blaeu, Pieter, 1637-1706,(citato.)",Viaggi,Southwell Robert a Viviani Vincenzo,2/02/1662,Newport,Firenze,Viviani Vincenzo,1662
Molara Bruto (della),"Incipit: ""Dubitando secondo le nostre nuove, che il Signor Vincenzo mio caro ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 192, c. 364r-365r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,3/02/1662,Pisa,Firenze,Viviani Vincenzo,1662
Della Rena Ferdinando,"Incipit: ""Non prima che iermattina potetti fare i miei lazi con quell'amico ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 193, c. 366r-367r<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Della Rena Ferdinando a Viviani Vincenzo,10/02/1662,Firenze,Roma,Viviani Vincenzo,1662
Molara Bruto (della),"Incipit: ""Hò da rispondere à due vostre alla prima che ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 194, c. 368r<br/>
</td>","Ferdinando II, granduca di Toscana, 1610-1670,(citato.)Riccardi, Niccolò, 1585-1639,(citato.)Coppoli, Francesco, 1598-1675,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Molara Bruto (della) a Viviani Vincenzo,15/02/1662,Firenze,Roma,Viviani Vincenzo,1662
Della Rena Ferdinando,"Incipit: ""Subito ricevuta la cortesissima di Vostra Signoria toccante le cose di Varlungo, ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 195, c. 370r-v<br/>
</td>","Miniati,(citato.)Arrighetti, Andrea, 1592-1672,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Argomenti privati,Della Rena Ferdinando a Viviani Vincenzo,17/02/1662,Firenze,Montepulciano,Viviani Vincenzo,1662
Retani Luca,"Incipit: ""Dal Padre Provinciale Angeli hò riceuto l'opera di Vostra Signoria ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 196, c. 371r<br/>
</td>","Angeli, Stefano degli, 1623-1697,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)",Notizie di libri,Retani Luca a Viviani Vincenzo,22/02/1662,Unidentified,Firenze,Viviani Vincenzo,1662
Della Rena Ferdinando,"Incipit: ""Ho sentito tanto gusto che quella ","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 197, c. 373r-377v<br/>
</td>","Ferdinando II, granduca di Toscana, 1610-1670,(citato.)Viviani, Vincenzo, 1622-1703,(destinatario.)Bracci, Filippo, sec. XVII,(citato.)Capponi, Ferdinando, sec. XVII,(citato.)Cavalcanti, Andrea, 1610-1673,(citato.)Cecchini,(citato.)Curradi, Francesco, 1570-1661,(citato.)Dini, Agostino, sec. XVII,(citato.)Ganuccio, Jacopo, sec. XVII,(citato.)Giuliani, Ottavio, sec. XVII,(citato.)Medici, Leopoldo de', 1617-1675,(citato.)Nocenze, Andrea, detto il Boccardino, sec. XVII,(citato.)Panfi,(citato.)Pollini, Alessandro, sec. XVI-XVII,(citato.)Riccardi, Niccolò, 1585-1639,(citato.)Tacca, Ferdinando, 1619-1686,(citato.)",Argomenti privati,Della Rena Ferdinando a Viviani Vincenzo,23/03/1662,Firenze,Chiusi,Viviani Vincenzo,1662
Serenai Lodovico,"Incipit: ""La gratissima di Vostra Signoria scritta non sò quando mi vien recapitata ...""
","<td class=""fieldValue""><img border=""0"" src=""https://opac.museogalileo.it/imss//img/freccia7xx.gif""/><a href=""javascript:goColombo('https://opac.museogalileo.it/imss/', '22962')"">Gal. 161  </a>  doc. 198, c. 378r-v<br/>
</td>","Viviani, Vincenzo, 1622-1703,(destinatario.)Baldini, sec. XVII,(citato.)Torricelli, Evangelista, 1608-1647,(citato.)Berni, Pietro, m. 1662,(citato.)Capponcini,(citato.)Benvenuti, sec. XVII,(citato.)",Argomenti privati,Serenai Lodovico a Viviani Vincenzo,9/03/1662,Firenze,Roma,Viviani Vincenzo,1662
